counter,time,cube_pose_x,cube_pose_y,eef_pose_x,eef_pose_y,eef_pose_z,eef_vel_x,eef_vel_y,eef_vel_z,eef_pose_x_next,eef_pose_y_next,eef_pose_z_next,eef_vel_x_next,eef_vel_y_next,eef_vel_z_next
4435,226.647,0.72,0.16,0.4814054694,-0.057565063,-0.1572083359,1.2135056786,-0.3302603509,-0.2582160109,0.59918229,-0.0094488859,-0.1767885824,0.9984504523,1.0086965823,-0.0300586597
4436,226.743,0.72,0.16,0.59918229,-0.0094488859,-0.1767885824,0.9984504523,1.0086965823,-0.0300586597,0.671744421,0.0858206571,-0.1588448314,0.6505541594,0.9893391686,0.3810032936
4437,226.845,0.72,0.16,0.671744421,0.0858206571,-0.1588448314,0.6505541594,0.9893391686,0.3810032936,0.7219550908,0.1631175322,-0.118676756,0.2257657372,0.368378494,0.1611894114
4438,226.943,0.72,0.16,0.7219550908,0.1631175322,-0.118676756,0.2257657372,0.368378494,0.1611894114,0.4001574538,0.0001203641,-0.1381068727,-0.0262377975,-0.0953490034,0.2141426352
4439,227.934,0.63,0.39,0.4001574538,0.0001203641,-0.1381068727,-0.0262377975,-0.0953490034,0.2141426352,0.4824274226,0.0371464404,-0.1586871419,1.2088888002,1.4216777225,-0.2953995443
4440,228.034,0.63,0.39,0.4824274226,0.0371464404,-0.1586871419,1.2088888002,1.4216777225,-0.2953995443,0.5620111251,0.2230274553,-0.1920756621,0.3403477254,1.4596078607,-0.0515062261
4441,228.143,0.63,0.39,0.5620111251,0.2230274553,-0.1920756621,0.3403477254,1.4596078607,-0.0515062261,0.5917606206,0.3248013763,-0.1745134006,0.3563288583,0.8469899695,0.3875421734
4442,228.234,0.63,0.39,0.5917606206,0.3248013763,-0.1745134006,0.3563288583,0.8469899695,0.3875421734,0.6273811312,0.3868585494,-0.1287976311,0.2802822555,0.37660455,0.3695760606
4443,228.334,0.63,0.39,0.6273811312,0.3868585494,-0.1287976311,0.2802822555,0.37660455,0.3695760606,0.6349897647,0.3991122504,-0.1214474468,-0.0774735926,-0.0853272128,-0.1659176097
4444,228.434,0.63,0.39,0.6349897647,0.3991122504,-0.1214474468,-0.0774735926,-0.0853272128,-0.1659176097,0.4006311284,0.0006790569,-0.1379422013,0.0105334549,-0.0724321182,0.2046603462
4445,229.136,0.51,-0.2,0.4006311284,0.0006790569,-0.1379422013,0.0105334549,-0.0724321182,0.2046603462,0.4327057595,-0.0786024395,-0.1633410916,0.261882262,-0.8963333396,-0.2093948511
4446,229.238,0.51,-0.2,0.4327057595,-0.0786024395,-0.1633410916,0.261882262,-0.8963333396,-0.2093948511,0.4762876653,-0.138747795,-0.1540345404,0.4800996982,-0.6043931347,0.2984147282
4447,229.338,0.51,-0.2,0.4762876653,-0.138747795,-0.1540345404,0.4800996982,-0.6043931347,0.2984147282,0.5055207739,-0.2021584009,-0.129141358,0.1250584876,-0.4337863806,0.0622615315
4448,229.439,0.51,-0.2,0.5055207739,-0.2021584009,-0.129141358,0.1250584876,-0.4337863806,0.0622615315,0.4003866967,0.0038629562,-0.1361231333,0.0143463155,-0.1065051209,0.0065293989
4449,230.219,0.75,0.01,0.4003866967,0.0038629562,-0.1361231333,0.0143463155,-0.1065051209,0.0065293989,0.4903389512,-0.0596230942,-0.1514826977,1.4230832076,-0.5199905878,-0.1791940055
4450,230.319,0.75,0.01,0.4903389512,-0.0596230942,-0.1514826977,1.4230832076,-0.5199905878,-0.1791940055,0.6132572501,-0.0680362517,-0.1769507514,0.9320908982,-0.0325278761,-0.1175825739
4451,230.419,0.75,0.01,0.6132572501,-0.0680362517,-0.1769507514,0.9320908982,-0.0325278761,-0.1175825739,0.7001465754,-0.0568150006,-0.1575630979,0.7222535072,0.3278517128,0.4158568447
4452,230.519,0.75,0.01,0.7001465754,-0.0568150006,-0.1575630979,0.7222535072,0.3278517128,0.4158568447,0.7556702093,-0.0130905893,-0.118102103,0.3113819268,0.4628995878,0.2042966395
4453,230.619,0.75,0.01,0.7556702093,-0.0130905893,-0.118102103,0.3113819268,0.4628995878,0.2042966395,0.7616226534,0.0166126357,-0.1220563183,-0.1429751072,0.1396371036,-0.2158338965
4454,230.719,0.75,0.01,0.7616226534,0.0166126357,-0.1220563183,-0.1429751072,0.1396371036,-0.2158338965,0.4003219911,-9.66699114952E-05,-0.1374976777,0.0421560414,-0.0381381316,0.1473022323
4455,231.492,0.54,0.29,0.4003219911,-9.66699114952E-05,-0.1374976777,0.0421560414,-0.0381381316,0.1473022323,0.4681828696,0.0687213154,-0.1541957606,0.9375805732,1.7654104261,-0.0406500448
4456,231.592,0.54,0.29,0.4681828696,0.0687213154,-0.1541957606,0.9375805732,1.7654104261,-0.0406500448,0.52170534,0.2523727073,-0.1310247532,0.2450861224,1.1765789583,0.3189093846
4457,231.694,0.54,0.29,0.52170534,0.2523727073,-0.1310247532,0.2450861224,1.1765789583,0.3189093846,0.5390541371,0.3074343668,-0.1191707743,0.1060888342,0.0590956363,-0.0928574718
4458,231.793,0.54,0.29,0.5390541371,0.3074343668,-0.1191707743,0.1060888342,0.0590956363,-0.0928574718,0.3949876207,-0.0050700792,-0.1394835855,0.0948411024,0.042786314,0.1104238116
4459,232.327,0.71,-0.12,0.3949876207,-0.0050700792,-0.1394835855,0.0948411024,0.042786314,0.1104238116,0.4827114929,-0.065068161,-0.1624270315,1.2728450459,-0.5787930816,-0.4378593586
4460,232.43,0.71,-0.12,0.4827114929,-0.065068161,-0.1624270315,1.2728450459,-0.5787930816,-0.4378593586,0.5803001504,-0.0897117113,-0.1962237738,0.7200014446,-0.3451775693,-0.0337666919
4461,232.53,0.71,-0.12,0.5803001504,-0.0897117113,-0.1962237738,0.7200014446,-0.3451775693,-0.0337666919,0.6426014555,-0.1385233934,-0.175593303,0.5726022483,-0.4074491993,0.3860445564
4462,232.63,0.71,-0.12,0.6426014555,-0.1385233934,-0.175593303,0.5726022483,-0.4074491993,0.3860445564,0.7045273282,-0.1433410356,-0.1271715217,0.435764205,0.2758611193,0.3131045011
4463,232.734,0.71,-0.12,0.7045273282,-0.1433410356,-0.1271715217,0.435764205,0.2758611193,0.3131045011,0.719314224,-0.1141177581,-0.1222671187,-0.0576053436,0.228510517,-0.1462561726
4464,232.832,0.71,-0.12,0.719314224,-0.1141177581,-0.1222671187,-0.0576053436,0.228510517,-0.1462561726,0.4012513905,0.0006017973,-0.1363196348,0.0364113684,-0.0289791571,0.0654843065
4465,233.551,0.57,0.13,0.4012513905,0.0006017973,-0.1363196348,0.0364113684,-0.0289791571,0.0654843065,0.4625436003,0.0173431566,-0.157115019,0.9292927463,0.7552740129,-0.0356936125
4466,233.652,0.57,0.13,0.4625436003,0.0173431566,-0.157115019,0.9292927463,0.7552740129,-0.0356936125,0.54265289,0.0942990333,-0.1409499975,0.6403696062,0.6811354954,0.3146752777
4467,233.751,0.57,0.13,0.54265289,0.0942990333,-0.1409499975,0.6403696062,0.6811354954,0.3146752777,0.5815258945,0.1396669053,-0.1242946681,-0.0452244421,0.0144637095,-0.0683729864
4468,233.858,0.57,0.13,0.5815258945,0.1396669053,-0.1242946681,-0.0452244421,0.0144637095,-0.0683729864,0.3947121801,-0.0029888077,-0.1411515632,0.0534809972,-0.0357470574,0.208112179
4469,234.302,0.66,-0.36,0.3947121801,-0.0029888077,-0.1411515632,0.0534809972,-0.0357470574,0.208112179,0.4496724386,-0.0679702821,-0.1654269756,0.8664889255,-1.4162286873,-0.603161803
4470,234.404,0.66,-0.36,0.4496724386,-0.0679702821,-0.1654269756,0.8664889255,-1.4162286873,-0.603161803,0.526764609,-0.1280455972,-0.2327007179,0.7375929728,-0.1224072321,-0.4200307933
4471,234.505,0.66,-0.36,0.526764609,-0.1280455972,-0.2327007179,0.7375929728,-0.1224072321,-0.4200307933,0.592920512,-0.1638229271,-0.2368741866,0.5840528592,-0.6189531424,0.2482467265
4472,234.609,0.66,-0.36,0.592920512,-0.1638229271,-0.2368741866,0.5840528592,-0.6189531424,0.2482467265,0.6389163463,-0.247710433,-0.1941309577,0.3172534173,-1.0213414482,0.5601023292
4473,234.704,0.66,-0.36,0.6389163463,-0.247710433,-0.1941309577,0.3172534173,-1.0213414482,0.5601023292,0.6537586852,-0.3559828881,-0.1346421201,0.0066583752,-0.9555232011,0.4857041136
4474,234.804,0.66,-0.36,0.6537586852,-0.3559828881,-0.1346421201,0.0066583752,-0.9555232011,0.4857041136,0.6525352746,-0.3916788215,-0.1156308378,0.0303535973,0.2080974892,-0.1058394018
4475,234.904,0.66,-0.36,0.6525352746,-0.3916788215,-0.1156308378,0.0303535973,0.2080974892,-0.1058394018,0.4023753384,0.0056672659,-0.1334293042,0.0143939209,-0.0756803633,0.0046095087
4476,235.813,0.51,0.4,0.4023753384,0.0056672659,-0.1334293042,0.0143939209,-0.0756803633,0.0046095087,0.40256429,0.004941289,-0.1334224888,0.0185593977,-0.0709321179,-0.0013730045
4477,235.813,0.51,0.4,0.40256429,0.004941289,-0.1334224888,0.0185593977,-0.0709321179,-0.0013730045,0.4891992371,0.1089380208,-0.1434554777,1.0221856807,2.1891393796,0.0814421942
4478,235.913,0.51,0.4,0.4891992371,0.1089380208,-0.1434554777,1.0221856807,2.1891393796,0.0814421942,0.5243136432,0.3177165898,-0.1177222553,-0.1279307884,1.6926226578,0.2901952869
4479,236.015,0.51,0.4,0.5243136432,0.3177165898,-0.1177222553,-0.1279307884,1.6926226578,0.2901952869,0.5098624501,0.4120295341,-0.110731562,-0.0478864317,0.2828109303,-0.1531336061
4480,236.113,0.51,0.4,0.5098624501,0.4120295341,-0.110731562,-0.0478864317,0.2828109303,-0.1531336061,0.3944180354,-0.0050996702,-0.141913352,0.0904282103,0.0011911797,0.2731015549
4481,236.909,0.71,0.14,0.3944180354,-0.0050996702,-0.141913352,0.0904282103,0.0011911797,0.2731015549,0.4877829176,-0.0336617813,-0.1575771862,1.3591471601,-0.1868630643,-0.3977801362
4482,237.01,0.71,0.14,0.4877829176,-0.0336617813,-0.1575771862,1.3591471601,-0.1868630643,-0.3977801362,0.5851299112,0.0154147012,-0.1986016833,0.6893986145,0.777252421,-0.133586879
4483,237.109,0.71,0.14,0.5851299112,0.0154147012,-0.1986016833,0.6893986145,0.777252421,-0.133586879,0.6471505194,0.0860898787,-0.1835068937,0.5686689823,0.5779352873,0.3594212871
4484,237.209,0.71,0.14,0.6471505194,0.0860898787,-0.1835068937,0.5686689823,0.5779352873,0.3594212871,0.7003076053,0.1300258413,-0.1372542894,0.4462943784,0.3175291679,0.4419712247
4485,237.309,0.71,0.14,0.7003076053,0.1300258413,-0.1372542894,0.4462943784,0.3175291679,0.4419712247,0.7194601127,0.1440814862,-0.1192438559,-0.0462823761,-0.0177513328,-0.0785278856
4486,237.411,0.71,0.14,0.7194601127,0.1440814862,-0.1192438559,-0.0462823761,-0.0177513328,-0.0785278856,0.400660469,0.0004737488,-0.1381294053,0.0127032119,-0.0684778316,0.2334894649
4487,238.328,0.65,0.36,0.400660469,0.0004737488,-0.1381294053,0.0127032119,-0.0684778316,0.2334894649,0.4915318727,0.0341223113,-0.1617479922,1.2997173846,1.3481426797,-0.4221698716
4488,238.428,0.65,0.36,0.4915318727,0.0341223113,-0.1617479922,1.2997173846,1.3481426797,-0.4221698716,0.5609386466,0.192507264,-0.2087812603,0.3067682996,1.342678374,-0.2061320044
4489,238.529,0.65,0.36,0.5609386466,0.192507264,-0.2087812603,0.3067682996,1.342678374,-0.2061320044,0.5937350285,0.2894097019,-0.1994825008,0.3918877218,0.6850167754,0.3410820259
4490,238.628,0.65,0.36,0.5937350285,0.2894097019,-0.1994825008,0.3918877218,0.6850167754,0.3410820259,0.6364671051,0.3407117325,-0.1523787329,0.4229091311,0.4005595007,0.5496247385
4491,238.728,0.65,0.36,0.6364671051,0.3407117325,-0.1523787329,0.4229091311,0.4005595007,0.5496247385,0.6618669407,0.3667596922,-0.118094061,0.0448297924,0.0328922833,0.0768811297
4492,238.829,0.65,0.36,0.6618669407,0.3667596922,-0.118094061,0.0448297924,0.0328922833,0.0768811297,0.4009865691,0.000095807,-0.1356743839,0.0059829204,-0.0677811271,0.2154603579
4493,239.709,0.78,0.02,0.4009865691,0.000095807,-0.1356743839,0.0059829204,-0.0677811271,0.2154603579,0.5026931686,-0.0563433905,-0.1514909196,1.5870081062,-0.6832438432,-0.3570432306
4494,239.811,0.78,0.02,0.5026931686,-0.0563433905,-0.1514909196,1.5870081062,-0.6832438432,-0.3570432306,0.613620987,-0.0751884505,-0.2100067414,0.6409324765,0.0198951793,-0.5096876043
4495,239.912,0.78,0.02,0.613620987,-0.0751884505,-0.2100067414,0.6409324765,0.0198951793,-0.5096876043,0.6726362318,-0.0543127569,-0.2214314377,0.5918388999,0.3560397336,0.1940004552
4496,240.014,0.78,0.02,0.6726362318,-0.0543127569,-0.2214314377,0.5918388999,0.3560397336,0.1940004552,0.7324500683,-0.0149694708,-0.1819222455,0.5863321201,0.3763065439,0.5506252657
4497,240.111,0.78,0.02,0.7324500683,-0.0149694708,-0.1819222455,0.5863321201,0.3763065439,0.5506252657,0.7830237098,0.0146738056,-0.1262479166,0.3334823416,0.2076052846,0.3774320688
4498,240.214,0.78,0.02,0.7830237098,0.0146738056,-0.1262479166,0.3334823416,0.2076052846,0.3774320688,0.7893926526,0.0212193802,-0.1202193083,-0.1268361465,-0.0307683643,-0.1882167509
4499,240.311,0.78,0.02,0.7893926526,0.0212193802,-0.1202193083,-0.1268361465,-0.0307683643,-0.1882167509,0.4016510432,0.0006032088,-0.1364812059,0.0083311934,-0.0614168688,0.2213437149
4500,241.007,0.71,0.26,0.4016510432,0.0006032088,-0.1364812059,0.0083311934,-0.0614168688,0.2213437149,0.5295891855,0.0206593956,-0.1370715733,1.5526645964,0.5618968426,-0.1489413738
4501,241.108,0.71,0.26,0.5295891855,0.0206593956,-0.1370715733,1.5526645964,0.5618968426,-0.1489413738,0.6304447336,0.1195488786,-0.1721156381,0.5784359637,1.1144225972,-0.2231110835
4502,241.21,0.71,0.26,0.6304447336,0.1195488786,-0.1721156381,0.5784359637,1.1144225972,-0.2231110835,0.6775535327,0.212192275,-0.1621849074,0.3949984657,0.6833099264,0.3101548969
4503,241.308,0.71,0.26,0.6775535327,0.212192275,-0.1621849074,0.3949984657,0.6833099264,0.3101548969,0.7147524566,0.258208894,-0.1234204607,0.2825604882,0.2299395655,0.3067495744
4504,241.408,0.71,0.26,0.7147524566,0.258208894,-0.1234204607,0.2825604882,0.2299395655,0.3067495744,0.722924572,0.2629385616,-0.1215441393,-0.1092003772,-0.0987182008,-0.1940857037
4505,241.507,0.71,0.26,0.722924572,0.2629385616,-0.1215441393,-0.1092003772,-0.0987182008,-0.1940857037,0.4024812572,0.0010180515,-0.1354226844,0.0343547911,-0.0310384638,0.1628807887
4506,242.241,0.77,-0.01,0.4024812572,0.0010180515,-0.1354226844,0.0343547911,-0.0310384638,0.1628807887,0.5186358459,-0.0581325486,-0.1583610718,1.5004113155,-0.4729502854,-0.4336533279
4507,242.341,0.77,-0.01,0.5186358459,-0.0581325486,-0.1583610718,1.5004113155,-0.4729502854,-0.4336533279,0.6238343337,-0.0759644183,-0.2163919899,0.5852165971,-0.1133511991,-0.2479751077
4508,242.445,0.77,-0.01,0.6238343337,-0.0759644183,-0.2163919899,0.5852165971,-0.1133511991,-0.2479751077,0.6768664381,-0.0716737677,-0.2115589572,0.6133358424,0.2086039855,0.2880808775
4509,242.541,0.77,-0.01,0.6768664381,-0.0716737677,-0.2115589572,0.6133358424,0.2086039855,0.2880808775,0.7319838227,-0.0443303988,-0.1714970137,0.6032495528,0.3462862954,0.5746975981
4510,242.641,0.77,-0.01,0.7319838227,-0.0443303988,-0.1714970137,0.6032495528,0.3462862954,0.5746975981,0.7794750711,-0.0147240565,-0.121643372,0.1774279631,0.1713262158,0.1882643624
4511,242.741,0.77,-0.01,0.7794750711,-0.0147240565,-0.121643372,0.1774279631,0.1713262158,0.1882643624,0.7778198907,-0.0088164026,-0.1261772071,-0.1443524073,-0.0307950044,-0.2177494682
4512,242.841,0.77,-0.01,0.7778198907,-0.0088164026,-0.1261772071,-0.1443524073,-0.0307950044,-0.2177494682,0.4010213563,0.0003194276,-0.1370874668,0.0147809879,-0.0596176172,0.2271900611
4513,243.591,0.51,-0.08,0.4010213563,0.0003194276,-0.1370874668,0.0147809879,-0.0596176172,0.2271900611,0.4581202733,-0.0433946806,-0.1401258904,0.7762904723,-0.5226268762,0.1231849676
4514,243.691,0.51,-0.08,0.4581202733,-0.0433946806,-0.1401258904,0.7762904723,-0.5226268762,0.1231849676,0.5120285593,-0.0890617445,-0.1265642216,0.2653425565,-0.2199997999,0.001117076
4515,243.791,0.51,-0.08,0.5120285593,-0.0890617445,-0.1265642216,0.2653425565,-0.2199997999,0.001117076,0.3956972983,0.0036657177,-0.1385308192,0.081984017,-0.0070010061,0.0690684498
4516,244.428,0.6,0.38,0.3956972983,0.0036657177,-0.1385308192,0.081984017,-0.0070010061,0.0690684498,0.3966284282,0.0035726287,-0.1378442057,0.0947402984,-0.0135754133,0.0654730551
4517,244.431,0.6,0.38,0.3966284282,0.0035726287,-0.1378442057,0.0947402984,-0.0135754133,0.0654730551,0.4874602218,0.0645434391,-0.1752125673,1.0395032951,1.8476480698,-0.5324210989
4518,244.528,0.6,0.38,0.4874602218,0.0645434391,-0.1752125673,1.0395032951,1.8476480698,-0.5324210989,0.5289026796,0.2637341541,-0.1991461613,0.1616663804,1.327718052,0.1206431574
4519,244.637,0.6,0.38,0.5289026796,0.2637341541,-0.1991461613,0.1616663804,1.327718052,0.1206431574,0.5544074366,0.344676404,-0.1729048465,0.391488634,0.5596422582,0.4178258575
4520,244.73,0.6,0.38,0.5544074366,0.344676404,-0.1729048465,0.391488634,0.5596422582,0.4178258575,0.595634628,0.3810006478,-0.1281624603,0.3241439738,0.1977301812,0.3193525044
4521,244.829,0.6,0.38,0.595634628,0.3810006478,-0.1281624603,0.3241439738,0.1977301812,0.3193525044,0.603511084,0.3837402443,-0.1248970428,-0.103134549,-0.0892781904,-0.1773582247
4522,244.928,0.6,0.38,0.603511084,0.3837402443,-0.1248970428,-0.103134549,-0.0892781904,-0.1773582247,0.400750929,0.0003830422,-0.1371825299,0.0669978245,-0.0113419737,0.1401623644
4523,245.693,0.52,0.08,0.400750929,0.0003830422,-0.1371825299,0.0669978245,-0.0113419737,0.1401623644,0.4571545729,0.0227982744,-0.1458791268,0.8321996587,0.6165306317,0.1104904099
4524,245.794,0.52,0.08,0.4571545729,0.0227982744,-0.1458791268,0.8321996587,0.6165306317,0.1104904099,0.5235419731,0.0832747218,-0.125689814,0.2783636649,0.3321940839,0.0436452078
4525,245.896,0.52,0.08,0.5235419731,0.0832747218,-0.125689814,0.2783636649,0.3321940839,0.0436452078,0.5246443123,0.0906924521,-0.1323109549,-0.1196338909,-0.0760152148,-0.110741987
4526,245.993,0.52,0.08,0.5246443123,0.0906924521,-0.1323109549,-0.1196338909,-0.0760152148,-0.110741987,0.3943848886,-0.0036526513,-0.1403311221,0.0477440414,0.0100106236,0.047024512
4527,246.544,0.71,0.23,0.3943848886,-0.0036526513,-0.1403311221,0.0477440414,0.0100106236,0.047024512,0.5054254259,-0.0078847089,-0.1632919057,1.4555910137,0.5561876358,-0.3538139238
4528,246.65,0.71,0.23,0.5054254259,-0.0078847089,-0.1632919057,1.4555910137,0.5561876358,-0.3538139238,0.5989350972,0.0918175904,-0.2030612286,0.550725179,1.0528420075,-0.1461258151
4529,246.744,0.71,0.23,0.5989350972,0.0918175904,-0.2030612286,0.550725179,1.0528420075,-0.1461258151,0.6491466396,0.1763959509,-0.1884300444,0.4866759225,0.6314551662,0.3643444292
4530,246.844,0.71,0.23,0.6491466396,0.1763959509,-0.1884300444,0.4866759225,0.6314551662,0.3643444292,0.6968263496,0.2230542894,-0.1407442267,0.4270492943,0.328631016,0.4853713546
4531,246.944,0.71,0.23,0.6968263496,0.2230542894,-0.1407442267,0.4270492943,0.328631016,0.4853713546,0.7169956789,0.2392667949,-0.1186972741,-0.0225322865,-0.007288949,-0.049310675
4532,247.044,0.71,0.23,0.7169956789,0.2392667949,-0.1186972741,-0.0225322865,-0.007288949,-0.049310675,0.4011804501,0.0003408504,-0.1364047757,0.0113686884,-0.0632606779,0.2221822232
4533,247.774,0.68,-0.39,0.4011804501,0.0003408504,-0.1364047757,0.0113686884,-0.0632606779,0.2221822232,0.480138811,-0.09546244,-0.1727121072,0.8652943386,-1.4277073812,-0.6907720978
4534,247.875,0.68,-0.39,0.480138811,-0.09546244,-0.1727121072,0.8652943386,-1.4277073812,-0.6907720978,0.5508287005,-0.1442388265,-0.2521471157,0.5314240269,-0.1545810347,-0.5235599923
4535,247.975,0.68,-0.39,0.5508287005,-0.1442388265,-0.2521471157,0.5314240269,-0.1545810347,-0.5235599923,0.6001561528,-0.1857226471,-0.2642866172,0.4519595117,-0.6839411812,0.1913544286
4536,248.074,0.68,-0.39,0.6001561528,-0.1857226471,-0.2642866172,0.4519595117,-0.6839411812,0.1913544286,0.6367963948,-0.2758354601,-0.2244053835,0.2528761473,-1.083834675,0.5582001324
4537,248.174,0.68,-0.39,0.6367963948,-0.2758354601,-0.2244053835,0.2528761473,-1.083834675,0.5582001324,0.65093998,-0.3854433889,-0.1593667928,0.134393417,-0.8985556739,0.700804958
4538,248.276,0.68,-0.39,0.65093998,-0.3854433889,-0.1593667928,0.134393417,-0.8985556739,0.700804958,0.67143977,-0.421482567,-0.1131205076,0.2016173544,0.1585215472,0.1359599637
4539,248.377,0.68,-0.39,0.67143977,-0.421482567,-0.1131205076,0.2016173544,0.1585215472,0.1359599637,0.6815285324,-0.3873960772,-0.1272723378,-0.0132380523,0.3261282266,-0.268572023
4540,248.474,0.68,-0.39,0.6815285324,-0.3873960772,-0.1272723378,-0.0132380523,0.3261282266,-0.268572023,0.4038475363,0.0042415158,-0.1341193396,-0.013805701,-0.0507989317,-0.0060073736
4541,249.432,0.76,0.22,0.4038475363,0.0042415158,-0.1341193396,-0.013805701,-0.0507989317,-0.0060073736,0.5252226602,-0.0436873741,-0.1689042155,1.3920972601,0.0008120416,-0.5210535337
4542,249.537,0.76,0.22,0.5252226602,-0.0436873741,-0.1689042155,1.3920972601,0.0008120416,-0.5210535337,0.6131046309,0.0217276693,-0.2282284837,0.5588834238,1.1007960378,-0.5526150093
4543,249.634,0.76,0.22,0.6131046309,0.0217276693,-0.2282284837,0.5588834238,1.1007960378,-0.5526150093,0.6589764762,0.1229889593,-0.2414253972,0.4265597124,0.8116218926,0.178180749
4544,249.733,0.76,0.22,0.6589764762,0.1229889593,-0.2414253972,0.4265597124,0.8116218926,0.178180749,0.705580456,0.1834369177,-0.2034516046,0.5109850412,0.4242104453,0.5467368356
4545,249.833,0.76,0.22,0.705580456,0.1834369177,-0.2034516046,0.5109850412,0.4242104453,0.5467368356,0.7556023359,0.213414674,-0.140923595,0.430017925,0.2055182439,0.5746328222
4546,249.932,0.76,0.22,0.7556023359,0.213414674,-0.140923595,0.430017925,0.2055182439,0.5746328222,0.7751657719,0.2211217467,-0.1144277303,-0.0327115779,-0.0306128393,-0.0693752273
4547,250.033,0.76,0.22,0.7751657719,0.2211217467,-0.1144277303,-0.0327115779,-0.0306128393,-0.0693752273,0.4020550613,0.001315109,-0.1373615287,-0.0179950045,-0.0868788629,0.2153649822
4548,251.067,0.52,-0.02,0.4020550613,0.001315109,-0.1373615287,-0.0179950045,-0.0868788629,0.2153649822,0.4624530544,-0.034236297,-0.1385086798,0.804951425,-0.2721571772,0.1025373591
4549,251.168,0.52,-0.02,0.4624530544,-0.034236297,-0.1385086798,0.804951425,-0.2721571772,0.1025373591,0.5219769166,-0.0274886547,-0.1273220937,0.2341197836,0.2660681005,-0.043600958
4550,251.27,0.52,-0.02,0.5219769166,-0.0274886547,-0.1273220937,0.2341197836,0.2660681005,-0.043600958,0.3951268442,-0.0009003892,-0.1383057955,0.0492676206,-0.036181541,0.0375571315
4551,251.751,0.5,0.15,0.3951268442,-0.0009003892,-0.1383057955,0.0492676206,-0.036181541,0.0375571315,0.4501333263,0.0635430179,-0.1484994537,0.7100625344,1.2603262271,0.1749547596
4552,251.851,0.5,0.15,0.4501333263,0.0635430179,-0.1484994537,0.7100625344,1.2603262271,0.1749547596,0.4986122901,0.1501672666,-0.1267203309,0.3370797541,0.5585351885,0.1597067241
4553,251.951,0.5,0.15,0.4986122901,0.1501672666,-0.1267203309,0.3370797541,0.5585351885,0.1597067241,0.3945400082,-0.0052071524,-0.1392619508,0.0664367181,0.0670492335,0.0486595082
4554,252.577,0.53,-0.39,0.3945400082,-0.0052071524,-0.1392619508,0.0664367181,0.0670492335,0.0486595082,0.4426554147,-0.0915020749,-0.1866396208,0.3255863703,-1.2439782426,-0.8155028122
4555,252.677,0.53,-0.39,0.4426554147,-0.0915020749,-0.1866396208,0.3255863703,-1.2439782426,-0.8155028122,0.4573816133,-0.1730838146,-0.2343517524,0.3971105003,-0.4608391343,-0.0945811628
4556,252.777,0.53,-0.39,0.4573816133,-0.1730838146,-0.2343517524,0.3971105003,-0.4608391343,-0.0945811628,0.5044690708,-0.2320133215,-0.2167684891,0.4271199833,-0.7623378094,0.3672752076
4557,252.877,0.53,-0.39,0.5044690708,-0.2320133215,-0.2167684891,0.4271199833,-0.7623378094,0.3672752076,0.5325778329,-0.3217938109,-0.1689055533,0.1319899218,-0.999219985,0.5606270838
4558,252.977,0.53,-0.39,0.5325778329,-0.3217938109,-0.1689055533,0.1319899218,-0.999219985,0.5606270838,0.5290777106,-0.4089293453,-0.1246858692,-0.1529537063,-0.4912815966,0.2408805081
4559,253.078,0.53,-0.39,0.5290777106,-0.4089293453,-0.1246858692,-0.1529537063,-0.4912815966,0.2408805081,0.5292890187,-0.4048550117,-0.1269099502,0.0903945895,0.3099189022,-0.1480000548
4560,253.177,0.53,-0.39,0.5292890187,-0.4048550117,-0.1269099502,0.0903945895,0.3099189022,-0.1480000548,0.4012142239,-0.0004398011,-0.1374333782,-0.0280313822,0.361035659,0.1005676191
4561,254.087,0.57,0.11,0.4012142239,-0.0004398011,-0.1374333782,-0.0280313822,0.361035659,0.1005676191,0.4641814828,0.0216478318,-0.148776285,0.9671465143,0.5211081374,-0.0182679935
4562,254.188,0.57,0.11,0.4641814828,0.0216478318,-0.148776285,0.9671465143,0.5211081374,-0.0182679935,0.5447893006,0.0812728363,-0.1297749951,0.5705883145,0.5283229989,0.241044396
4563,254.288,0.57,0.11,0.5447893006,0.0812728363,-0.1297749951,0.5705883145,0.5283229989,0.241044396,0.5724488276,0.11508321,-0.1250410551,0.004671378,0.1259723771,-0.1208064163
4564,254.389,0.57,0.11,0.5724488276,0.11508321,-0.1250410551,0.004671378,0.1259723771,-0.1208064163,0.3950608652,-0.0033996341,-0.1403150191,0.0144136162,-0.0539690681,0.175824544
4565,255.031,0.69,-0.2,0.3950608652,-0.0033996341,-0.1403150191,0.0144136162,-0.0539690681,0.175824544,0.4687207338,-0.0770198673,-0.1646034758,1.1142306358,-0.4894334658,-0.339983693
4566,255.132,0.69,-0.2,0.4687207338,-0.0770198673,-0.1646034758,1.1142306358,-0.4894334658,-0.339983693,0.5770686623,-0.0914920656,-0.1861058231,0.899502786,-0.2436348494,0.060230473
4567,255.233,0.69,-0.2,0.5770686623,-0.0914920656,-0.1861058231,0.899502786,-0.2436348494,0.060230473,0.6441294086,-0.1358262594,-0.1618165073,0.6054085601,-0.711291235,0.4323677231
4568,255.333,0.69,-0.2,0.6441294086,-0.1358262594,-0.1618165073,0.6054085601,-0.711291235,0.4323677231,0.6843123453,-0.2192785391,-0.1194396439,0.1313038831,-0.4884346251,0.1710218384
