counter,time,right_j0,right_j1,right_j2,right_j3,right_j4,right_j5,right_j6,cube_pose_x,cube_pose_y,right_gripper
347,12.926000,-0.288604495094,1.62391908209,0.153329713449,0.153088359479,-0.0436409956529,-0.0967021024036,0.0338347083738,0.61,-0.07,0.0
348,13.130000,-0.288604495094,1.62391908209,0.153329713449,0.153088359479,-0.0436409956529,-0.0967021024036,0.0338347083738,0.61,-0.07,0.0
349,13.330000,-0.288604495094,1.62391908209,0.153329713449,0.153088359479,-0.0436409956529,-0.0967021024036,0.0338347083738,0.61,-0.07,0.0
350,18.067000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.0,0.0,0.0
351,18.267000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.7,-0.09,0.0
352,18.475000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971,0.0239671451264,0.7,-0.09,0.0
353,18.677000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.7,-0.09,0.0
354,18.879000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.7,-0.09,0.0
355,19.079000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971,0.0239671451264,0.7,-0.09,0.0
356,19.501000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.66,0.27,0.0
357,19.701000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971,0.0239671451264,0.66,0.27,0.0
358,19.901000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.66,0.27,0.0
359,20.102000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.66,0.27,0.0
360,20.302000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.66,0.27,0.0
361,20.708000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971,0.0239671451264,0.54,-0.25,0.0
362,20.908000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.54,-0.25,0.0
363,21.108000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.54,-0.25,0.0
364,21.309000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971,0.0239671451264,0.54,-0.25,0.0
365,21.510000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.54,-0.25,0.0
366,21.710000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.54,-0.25,0.0
367,22.005000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.54,0.38,0.0
368,22.205000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.54,0.38,0.0
369,22.406000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.54,0.38,0.0
370,22.606000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971,0.0239671451264,0.54,0.38,0.0
371,22.808000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.54,0.38,0.0
372,23.009000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.54,0.38,0.0
373,23.239000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.65,-0.18,0.0
374,23.439000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971,0.0239671451264,0.65,-0.18,0.0
375,23.644000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.65,-0.18,0.0
376,23.844000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971,0.0239671451264,0.65,-0.18,0.0
377,24.049000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.65,-0.18,0.0
378,24.249000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.65,-0.18,0.0
379,24.487000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971,0.0239671451264,0.67,-0.37,0.0
380,24.689000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.67,-0.37,0.0
381,24.889000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.67,-0.37,0.0
382,25.089000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.67,-0.37,0.0
383,25.289000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971,0.0239671451264,0.67,-0.37,0.0
384,25.489000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.67,-0.37,0.0
385,25.746000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.64,0.24,0.0
386,25.946000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.64,0.24,0.0
387,26.146000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971,0.0239671451264,0.64,0.24,0.0
388,26.351000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.64,0.24,0.0
389,26.551000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.64,0.24,0.0
390,26.755000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.64,0.24,0.0
391,27.006000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971,0.0239671451264,0.64,0.24,0.0
392,27.206000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.5,-0.24,0.0
393,27.407000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.5,-0.24,0.0
394,27.608000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971,0.0239671451264,0.5,-0.24,0.0
395,27.808000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971,0.0239671451264,0.5,-0.24,0.0
396,28.009000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.5,-0.24,0.0
397,28.336000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.55,-0.09,0.0
398,28.537000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971,0.0239671451264,0.55,-0.09,0.0
399,28.737000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.55,-0.09,0.0
400,28.942000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.55,-0.09,0.0
401,29.142000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.55,-0.09,0.0
402,29.342000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.55,-0.09,0.0
403,29.585000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.6,0.02,0.0
404,29.789000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.6,0.02,0.0
405,29.989000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.6,0.02,0.0
406,30.189000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.6,0.02,0.0
407,30.389000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.6,0.02,0.0
408,30.589000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.6,0.02,0.0
409,30.894000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.56,0.39,0.0
410,31.094000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.56,0.39,0.0
411,31.298000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.56,0.39,0.0
412,31.498000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.56,0.39,0.0
413,31.700000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.56,0.39,0.0
414,31.917000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971,0.0239671451264,0.56,0.39,0.0
415,32.150000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.54,-0.31,0.0
416,32.350000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850472,-0.0402111154536,-0.0340921971,0.0239671451265,0.54,-0.31,0.0
417,32.550000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.54,-0.31,0.0
418,32.751000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971,0.0239671451264,0.54,-0.31,0.0
419,32.952000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971,0.0239671451264,0.54,-0.31,0.0
420,33.152000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.54,-0.31,0.0
421,33.472000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971,0.0239671451264,0.7,0.34,0.0
422,33.672000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971,0.0239671451264,0.7,0.34,0.0
423,33.873000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.7,0.34,0.0
424,34.073000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.7,0.34,0.0
425,34.273000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971,0.0239671451264,0.7,0.34,0.0
426,34.473000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.7,0.34,0.0
427,34.734000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.54,-0.21,0.0
428,34.936000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.54,-0.21,0.0
429,35.136000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.54,-0.21,0.0
430,35.337000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.54,-0.21,0.0
431,35.539000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971,0.0239671451264,0.54,-0.21,0.0
432,35.963000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971,0.0239671451264,0.51,0.31,0.0
433,36.165000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.51,0.31,0.0
434,36.366000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.51,0.31,0.0
435,36.567000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.51,0.31,0.0
436,36.767000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.51,0.31,0.0
437,36.967000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.51,0.31,0.0
438,37.196000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971,0.0239671451264,0.61,-0.34,0.0
439,37.396000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.61,-0.34,0.0
440,37.601000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.61,-0.34,0.0
441,37.805000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.61,-0.34,0.0
442,38.007000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971,0.0239671451264,0.61,-0.34,0.0
443,98.197000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.61,-0.34,0.0
444,98.399000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971,0.0239671451264,0.61,-0.34,0.0
445,98.599000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971,0.0239671451264,0.61,-0.34,0.0
446,98.799000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.61,-0.34,0.0
447,98.999000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971,0.0239671451264,0.61,-0.34,0.0
448,99.199000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.61,-0.34,0.0
449,159.319000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.61,-0.34,0.0
450,159.523000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.61,-0.34,0.0
451,159.725000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.61,-0.34,0.0
452,159.925000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.61,-0.34,0.0
453,160.127000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971001,0.0239671451264,0.61,-0.34,0.0
454,160.327000,-0.254402339181,1.62423574521,0.165383591308,0.0775355850471,-0.0402111154536,-0.0340921971,0.0239671451264,0.61,-0.34,0.0
455,12.989000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.55,0.29,0.0
456,13.191000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.55,0.29,0.0
457,13.392000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.55,0.29,0.0
458,13.592000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.55,0.29,0.0
459,13.794000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.55,0.29,0.0
460,13.994000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.55,0.29,0.0
461,14.243000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.69,0.31,0.0
462,14.445000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.69,0.31,0.0
463,14.652000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.69,0.31,0.0
464,14.852000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.69,0.31,0.0
465,15.053000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.69,0.31,0.0
466,15.359000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.63,-0.16,0.0
467,15.559000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.63,-0.16,0.0
468,15.759000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.63,-0.16,0.0
469,15.959000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.63,-0.16,0.0
470,16.159000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300238,-0.0354274586616,-0.0399656289274,0.0182230925742,0.63,-0.16,0.0
471,16.479000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.63,-0.16,0.0
472,16.679000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.59,0.16,0.0
473,16.879000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.59,0.16,0.0
474,17.079000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.59,0.16,0.0
475,17.279000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.59,0.16,0.0
476,17.577000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.61,-0.28,0.0
477,17.779000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.61,-0.28,0.0
478,17.980000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.61,-0.28,0.0
479,18.181000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.61,-0.28,0.0
480,18.381000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.61,-0.28,0.0
481,18.730000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.61,-0.27,0.0
482,18.931000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.61,-0.27,0.0
483,19.131000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.61,-0.27,0.0
484,19.331000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300238,-0.0354274586616,-0.0399656289274,0.0182230925742,0.61,-0.27,0.0
485,19.531000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.61,-0.27,0.0
486,19.731000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.61,-0.27,0.0
487,19.979000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.53,-0.26,0.0
488,20.179000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.53,-0.26,0.0
489,20.380000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.53,-0.26,0.0
490,20.580000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.53,-0.26,0.0
491,20.781000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.53,-0.26,0.0
492,21.210000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.5,0.14,0.0
493,21.412000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.5,0.14,0.0
494,21.614000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.5,0.14,0.0
495,21.814000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.5,0.14,0.0
496,22.014000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.5,0.14,0.0
497,22.313000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.69,-0.28,0.0
498,22.513000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.69,-0.28,0.0
499,22.713000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.69,-0.28,0.0
500,22.913000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300238,-0.0354274586616,-0.0399656289274,0.0182230925742,0.69,-0.28,0.0
501,23.117000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.69,-0.28,0.0
502,23.443000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300238,-0.0354274586616,-0.0399656289274,0.0182230925742,0.67,-0.32,0.0
503,23.644000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.67,-0.32,0.0
504,23.845000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.67,-0.32,0.0
505,24.045000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.67,-0.32,0.0
506,24.245000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.67,-0.32,0.0
507,24.701000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.6,0.14,0.0
508,24.901000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.6,0.14,0.0
509,25.102000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.6,0.14,0.0
510,25.305000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.6,0.14,0.0
511,25.506000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.6,0.14,0.0
512,25.971000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300238,-0.0354274586616,-0.0399656289274,0.0182230925742,0.6,-0.18,0.0
513,26.174000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.63,-0.18,0.0
514,26.375000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.63,-0.18,0.0
515,26.575000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.63,-0.18,0.0
516,26.775000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300238,-0.0354274586616,-0.0399656289274,0.0182230925742,0.63,-0.18,0.0
517,27.037000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.69,0.36,0.0
518,27.237000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.69,0.36,0.0
519,27.441000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.69,0.36,0.0
520,27.641000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.69,0.36,0.0
521,27.841000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.69,0.36,0.0
522,28.194000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.62,0.3,0.0
523,28.398000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300238,-0.0354274586616,-0.0399656289274,0.0182230925742,0.62,0.3,0.0
524,28.599000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.62,0.3,0.0
525,28.799000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.62,0.3,0.0
526,28.999000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.62,0.3,0.0
527,29.199000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.62,0.3,0.0
528,29.465000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.61,0.36,0.0
529,29.667000,-0.247752333745,1.57264436501,0.163409232621,-0.00162008300239,-0.0354274586616,-0.0399656289274,0.0182230925742,0.61,0.36,0.0
