counter,time,right_j0,right_j1,right_j2,right_j3,right_j4,right_j5,right_j6,cube_pose_x,cube_pose_y,right_gripper,right_j0_next,right_j1_next,right_j2_next,right_j3_next,right_j4_next,right_j5_next,right_j6_next,eef_pose_x,eef_pose_y,eef_pose_z,eef_pose_x_next,eef_pose_y_next,eef_pose_z_next
4191,1117.01,0.1201516301,0.8622893539,0.8798352113,-1.6901415576,-0.6446862671,2.0717958063,2.2229883358,0.58,-0.09,0.000136,0.1201516301,0.8622893539,0.8798352113,-1.6901415576,-0.6446862671,2.0717958063,2.2229883358,0.5399090102,-0.0994339128,-0.0078772937,0.5399090102,-0.0994339128,-0.0078772937
4192,1117.511,0.4505724327,1.0679532591,1.0361585409,-1.9972008465,-0.5495045902,2.211102318,2.2568829449,0.66,0.12,0.000136,0.3458692254,0.8196538249,0.8595617395,-1.5471933245,-0.670705342,1.98198326,2.5878276326,0.3985207476,0.0024848641,-0.0048106803,0.5891806034,0.0456487077,-0.0330424413
4193,1117.712,0.3458692254,0.8196538249,0.8595617395,-1.5471933245,-0.670705342,1.98198326,2.5878276326,0.66,0.12,0.000136,0.360081201,0.6448385902,0.7910507523,-1.3482110933,-0.6602541091,1.9737861342,2.616589648,0.5891806034,0.0456487077,-0.0330424413,0.6688932324,0.1278774188,0.0143182303
4194,1117.912,0.360081201,0.6448385902,0.7910507523,-1.3482110933,-0.6602541091,1.9737861342,2.616589648,0.66,0.12,0.000136,0.360081201,0.6448385902,0.7910507523,-1.3482110933,-0.6602541091,1.9737861342,2.616589648,0.6688932324,0.1278774188,0.0143182303,0.6688932324,0.1278774188,0.0143182303
4195,1118.588,0.4287218626,1.083132411,1.0208341114,-2.0004628429,-0.5166854512,2.2046460436,2.2885308776,0.67,-0.19,0.000136,0.1031834035,0.833778297,0.8875056745,-1.5107492862,-0.7347996097,1.9499548923,2.1606352167,0.399032438,-0.0015250712,-0.0017916546,0.5730020727,-0.107007209,-0.0659455312
4196,1118.788,0.1031834035,0.833778297,0.8875056745,-1.5107492862,-0.7347996097,1.9499548923,2.1606352167,0.67,-0.19,0.000136,-0.1362931719,0.5901713929,0.853373917,-1.303226871,-0.7347769305,1.9337858338,2.1583088908,0.5730020727,-0.107007209,-0.0659455312,0.6580235084,-0.2178191022,0.0074007815
4197,1118.988,-0.1362931719,0.5901713929,0.853373917,-1.303226871,-0.7347769305,1.9337858338,2.1583088908,0.67,-0.19,0.000136,-0.1362931719,0.5901713929,0.853373917,-1.303226871,-0.7347769305,1.9337858338,2.1583088908,0.6580235084,-0.2178191022,0.0074007815,0.6580235084,-0.2178191022,0.0074007815
4198,1119.758,0.4819018627,1.0118037622,1.0781862846,-2.0096138491,-0.6112335461,2.1987034738,2.2065284585,0.52,0.35,0.000136,0.7859257024,0.7753355688,0.8578674506,-1.6087669229,-0.6175319338,2.040411065,2.898669628,0.4009968965,0.0036459755,9.43391534055996E-06,0.5135788341,0.2992254659,0.0153484957
4199,1119.959,0.7859257024,0.7753355688,0.8578674506,-1.6087669229,-0.6175319338,2.040411065,2.898669628,0.52,0.35,0.000136,0.7859257024,0.7753355688,0.8578674506,-1.6087669229,-0.6175319338,2.040411065,2.898669628,0.5135788341,0.2992254659,0.0153484957,0.5135788341,0.2992254659,0.0153484957
4200,1120.643,0.394797016,1.1257827117,0.9843371793,-1.9994172171,-0.4684478561,2.2083436588,2.3259174551,0.68,0.21,0.000136,0.3804014966,0.8753958023,0.7231190155,-1.4907693428,-0.5145882459,1.9517022364,2.812882907,0.3966030425,-0.0053854245,-0.00304959,0.6022764835,0.1196617383,-0.0324811915
4201,1120.843,0.3804014966,0.8753958023,0.7231190155,-1.4907693428,-0.5145882459,1.9517022364,2.812882907,0.68,0.21,0.000136,0.3876769588,0.6672068202,0.6236417323,-1.2310163361,-0.5064280503,1.9412911694,2.8799255465,0.6022764835,0.1196617383,-0.0324811915,0.6827074049,0.2181666472,0.0178358982
4202,1121.043,0.3876769588,0.6672068202,0.6236417323,-1.2310163361,-0.5064280503,1.9412911694,2.8799255465,0.68,0.21,0.000136,0.3876769588,0.6672068202,0.6236417323,-1.2310163361,-0.5064280503,1.9412911694,2.8799255465,0.6827074049,0.2181666472,0.0178358982,0.6827074049,0.2181666472,0.0178358982
4203,1121.857,0.4126270424,1.1033746796,0.9930934531,-1.9969306243,-0.4837696608,2.2047589288,2.3105555992,0.69,-0.12,0.000136,0.092517483,0.8610477617,0.8137139063,-1.5043018933,-0.6428232755,1.9600075274,2.3129845879,0.40134283,0.0003011746,-0.0005068004,0.5867202232,-0.0900373376,-0.0542489029
4204,1122.058,0.092517483,0.8610477617,0.8137139063,-1.5043018933,-0.6428232755,1.9600075274,2.3129845879,0.69,-0.12,0.000136,-0.0490757996,0.6299539253,0.7653201935,-1.2853545871,-0.6394426187,1.9451684745,2.3245624466,0.5867202232,-0.0900373376,-0.0542489029,0.6858146551,-0.1355592136,0.0118168213
4205,1122.258,-0.0490757996,0.6299539253,0.7653201935,-1.2853545871,-0.6394426187,1.9451684745,2.3245624466,0.69,-0.12,0.000136,-0.0490757996,0.6299539253,0.7653201935,-1.2853545871,-0.6394426187,1.9451684745,2.3245624466,0.6858146551,-0.1355592136,0.0118168213,0.6858146551,-0.1355592136,0.0118168213
4206,1123.054,0.4258584687,1.0895404979,1.0085177982,-1.9954820423,-0.5069737311,2.2065844882,2.2902817131,0.59,0.08,0.000136,0.3528733306,0.8318726033,0.832534171,-1.6371273791,-0.6026866322,2.0671552197,2.5197415757,0.4010138484,0.0011051515,-0.0020753479,0.5743358975,0.0549228779,0.0047206749
4207,1123.271,0.3528733306,0.8318726033,0.832534171,-1.6371273791,-0.6026866322,2.0671552197,2.5197415757,0.59,0.08,0.000136,0.3528733306,0.8318726033,0.832534171,-1.6371273791,-0.6026866322,2.0671552197,2.5197415757,0.5743358975,0.0549228779,0.0047206749,0.5743358975,0.0549228779,0.0047206749
4208,1123.997,0.4097406671,1.1126362453,0.9961384007,-1.9976998729,-0.484057571,2.2094722181,2.3180637598,0.53,-0.23,0.000136,-0.0652688347,0.7515794575,0.9578150227,-1.6647852764,-0.7546940496,2.0575062833,1.883913699,0.3973480988,-0.0023538129,-0.0034043894,0.522332348,-0.217018063,0.0012744306
4209,1124.29,-0.0652688347,0.7515794575,0.9578150227,-1.6647852764,-0.7546940496,2.0575062833,1.883913699,0.53,-0.23,0.000136,0.5131585863,0.946330027,1.1329783249,-2.0164209731,-0.7086178179,2.1893213643,2.1349523686,0.522332348,-0.217018063,0.0012744306,0.4006362282,0.0012894052,-0.0025480717
4210,1125.144,0.5131585863,0.946330027,1.1329783249,-2.0164209731,-0.7086178179,2.1893213643,2.1349523686,0.53,0.3,0.000136,0.7981648209,0.7207341519,0.9591520941,-1.6571103912,-0.7404025164,2.0423618717,2.7353341347,0.4006362282,0.0012894052,-0.0025480717,0.51294827,0.2654066148,0.014596188
4211,1125.344,0.7981648209,0.7207341519,0.9591520941,-1.6571103912,-0.7404025164,2.0423618717,2.7353341347,0.53,0.3,0.000136,0.7981648209,0.7207341519,0.9591520941,-1.6571103912,-0.7404025164,2.0423618717,2.7353341347,0.51294827,0.2654066148,0.014596188,0.51294827,0.2654066148,0.014596188
4212,1126.005,0.461833727,1.029921025,1.0771686829,-2.0068997738,-0.5998620829,2.1980905796,2.2313313313,0.65,0.26,0.000136,0.5686160252,0.7693093599,0.9189791815,-1.4989653429,-0.759919544,1.944327436,2.7290651403,0.3970033921,-0.0051168496,-0.0043491854,0.5756610394,0.1663136583,-0.0492157412
4213,1126.21,0.5686160252,0.7693093599,0.9189791815,-1.4989653429,-0.759919544,1.944327436,2.7290651403,0.65,0.26,0.000136,0.564930803,0.5585858452,0.8631513824,-1.2819433621,-0.7533145368,1.9329993009,2.7935708434,0.5756610394,0.1663136583,-0.0492157412,0.6508736923,0.264623182,0.0150143683
4214,1126.41,0.564930803,0.5585858452,0.8631513824,-1.2819433621,-0.7533145368,1.9329993009,2.7935708434,0.65,0.26,0.000136,0.564930803,0.5585858452,0.8631513824,-1.2819433621,-0.7533145368,1.9329993009,2.7935708434,0.6508736923,0.264623182,0.0150143683,0.6508736923,0.264623182,0.0150143683
4215,1127.168,0.4598713139,1.0367663682,1.0638847024,-2.0006979255,-0.5816744141,2.2010013102,2.2404161336,0.6,-0.18,0.000136,0.1372699623,0.7857202879,0.9787844871,-1.6326042434,-0.8057063199,2.0044467974,2.0326795979,0.3998180263,-0.0008977743,-0.003635887,0.5437061471,-0.1185500542,-0.035432663
4216,1127.371,0.1372699623,0.7857202879,0.9787844871,-1.6326042434,-0.8057063199,2.0044467974,2.0326795979,0.6,-0.18,0.000136,-0.035208635,0.625174835,0.9477441952,-1.4991357529,-0.8038073194,1.9905135322,2.017943165,0.5437061471,-0.1185500542,-0.035432663,0.6032268003,-0.1925337914,0.0111880168
4217,1127.571,-0.035208635,0.625174835,0.9477441952,-1.4991357529,-0.8038073194,1.9905135322,2.017943165,0.6,-0.18,0.000136,-0.035208635,0.625174835,0.9477441952,-1.4991357529,-0.8038073194,1.9905135322,2.017943165,0.6032268003,-0.1925337914,0.0111880168,0.6032268003,-0.1925337914,0.0111880168
