counter,time,right_j0,right_j1,right_j2,right_j3,right_j4,right_j5,right_j6,cube_pose_x,cube_pose_y,right_gripper,right_j0_next,right_j1_next,right_j2_next,right_j3_next,right_j4_next,right_j5_next,right_j6_next,eef_pose_x,eef_pose_y,eef_pose_z,eef_pose_x_next,eef_pose_y_next,eef_pose_z_next
1626,61.911,0.5353791795,0.3721274239,1.2862944587,-1.6652147051,-1.2045648771,1.8132098684,2.2930372486,0.65,0.15,0.000196,0.5570655304,0.3106263483,1.2605330511,-1.4354974756,-1.201561834,1.8104516538,2.3385417989,0.5859064395,0.065682145,0.0051658386,0.6480882627,0.1609337958,0.0073164253
1627,62.111,0.5570655304,0.3106263483,1.2605330511,-1.4354974756,-1.201561834,1.8104516538,2.3385417989,0.65,0.15,0.000196,0.5570655304,0.3106263483,1.2605330511,-1.4354974756,-1.201561834,1.8104516538,2.3385417989,0.6480882627,0.1609337958,0.0073164253,0.6480882627,0.1609337958,0.0073164253
1628,62.856,0.5914081546,0.7117600442,1.2884555638,-2.0699733389,-0.997589093,2.0924919648,1.9341817354,0.59,-0.16,0.000196,0.2808284194,0.4671623168,1.2546997697,-1.7029090614,-1.1504564801,1.8803684043,1.8139431291,0.3980196136,-0.002079541,-0.0024964783,0.5534897219,-0.0894370206,-0.0105334658
1629,63.057,0.2808284194,0.4671623168,1.2546997697,-1.7029090614,-1.1504564801,1.8803684043,1.8139431291,0.59,-0.16,0.000196,0.0837867124,0.3936718853,1.2338476259,-1.5799528622,-1.1549329078,1.8667471624,1.811128577,0.5534897219,-0.0894370206,-0.0105334658,0.5896697811,-0.1771830149,0.006272592
1630,63.258,0.0837867124,0.3936718853,1.2338476259,-1.5799528622,-1.1549329078,1.8667471624,1.811128577,0.59,-0.16,0.000196,0.0837867124,0.3936718853,1.2338476259,-1.5799528622,-1.1549329078,1.8667471624,1.811128577,0.5896697811,-0.1771830149,0.006272592,0.5896697811,-0.1771830149,0.006272592
1631,64.1,0.6062461964,0.6743736765,1.307288643,-2.0788102266,-1.0380753866,2.0765886685,1.8874830133,0.51,0.27,0.000196,0.8604584867,0.63963754,1.0807676136,-1.719381207,-0.867537838,2.0308666098,2.5921793553,0.3977992599,0.0015133965,-0.0019659404,0.4959277298,0.2556624584,0.0162196159
1632,64.308,0.8604584867,0.63963754,1.0807676136,-1.719381207,-0.867537838,2.0308666098,2.5921793553,0.51,0.27,0.000196,0.8604584867,0.63963754,1.0807676136,-1.719381207,-0.867537838,2.0308666098,2.5921793553,0.4959277298,0.2556624584,0.0162196159,0.4959277298,0.2556624584,0.0162196159
1633,65.086,0.5153940725,0.9301162981,1.1569064439,-2.0278698776,-0.7357626013,2.1763995798,2.1292988818,0.56,-0.25,0.000196,0.1974555602,0.6770254468,1.1106811114,-1.673633837,-0.9663960775,1.9657080887,1.8115420641,0.3963628985,-0.0056682075,-0.0033856222,0.533245927,-0.1181695356,-0.0335851207
1634,65.287,0.1974555602,0.6770254468,1.1106811114,-1.673633837,-0.9663960775,1.9657080887,1.8115420641,0.56,-0.25,0.000196,-0.1031903865,0.5285185033,1.0840965587,-1.5484762903,-0.9678542259,1.9489308594,1.7826200448,0.533245927,-0.1181695356,-0.0335851207,0.5622341804,-0.2636026486,0.0106376709
1635,65.488,-0.1031903865,0.5285185033,1.0840965587,-1.5484762903,-0.9678542259,1.9489308594,1.7826200448,0.56,-0.25,0.000196,-0.1031903865,0.5285185033,1.0840965587,-1.5484762903,-0.9678542259,1.9489308594,1.7826200448,0.5622341804,-0.2636026486,0.0106376709,0.5622341804,-0.2636026486,0.0106376709
1636,66.458,0.5711486845,0.805038665,1.2261948017,-2.054790183,-0.8856484018,2.1408191607,2.0060344072,0.5,0.13,0.000196,0.7060123601,0.6241621788,1.1596011378,-1.8166182417,-0.964576155,2.0376622729,2.2980788818,0.3996442283,0.0009079752,0.001729872,0.500948619,0.131009039,0.0092749085
1637,66.658,0.7060123601,0.6241621788,1.1596011378,-1.8166182417,-0.964576155,2.0376622729,2.2980788818,0.5,0.13,0.000196,0.7060123601,0.6241621788,1.1596011378,-1.8166182417,-0.964576155,2.0376622729,2.2980788818,0.500948619,0.131009039,0.0092749085,0.500948619,0.131009039,0.0092749085
1638,67.322,0.5666120871,0.8045079505,1.2393494764,-2.0533944335,-0.8983519961,2.1336919877,2.0098615477,0.62,-0.01,0.000196,0.3082332784,0.5762011959,1.1078032222,-1.6602319633,-0.9523168267,1.9594339444,2.175121719,0.3960330052,-0.0045964156,-0.0036892757,0.5796944852,-0.0446768932,0.0097322419
1639,67.524,0.3082332784,0.5762011959,1.1078032222,-1.6602319633,-0.9523168267,1.9594339444,2.175121719,0.62,-0.01,0.000196,0.3082332784,0.5762011959,1.1078032222,-1.6602319633,-0.9523168267,1.9594339444,2.175121719,0.5796944852,-0.0446768932,0.0097322419,0.5796944852,-0.0446768932,0.0097322419
1640,68.32,0.5285388606,0.9057837647,1.1724612797,-2.0307872829,-0.7645512225,2.1710918678,2.1088891465,0.39,-0.03,0.000196,0.5285388606,0.9057837647,1.1724612797,-2.0307872829,-0.7645512225,2.1710918678,2.1088891465,0.3972498158,-0.0036735908,-0.0031274717,0.3972498158,-0.0036735908,-0.0031274717
1641,68.52,0.269219119,0.675338775,1.0267680098,-1.6520310574,-0.8376503925,2.0025525536,2.2321830657,0.55,-0.08,0.000196,0.269219119,0.675338775,1.0267680098,-1.6520310574,-0.8376503925,2.0025525536,2.2321830657,0.5734174549,-0.0495860509,0.0024882595,0.5734174549,-0.0495860509,0.0024882595
1642,69.219,0.5224652989,0.9274906491,1.1521805897,-2.0246213243,-0.7352824838,2.1788106888,2.1289451614,0.68,-0.12,0.000196,0.2075163694,0.6843582433,1.0268257024,-1.5422127685,-0.8857268797,1.9275818962,2.1483035624,0.398805747,-0.0009085861,-0.0024959927,0.5874953772,-0.0786403698,-0.0391954521
1643,69.419,0.2075163694,0.6843582433,1.0268257024,-1.5422127685,-0.8857268797,1.9275818962,2.1483035624,0.68,-0.12,0.000196,0.0363588598,0.499120505,0.9818157184,-1.3368905539,-0.8832759882,1.9097384577,2.1608434994,0.5874953772,-0.0786403698,-0.0391954521,0.6773513019,-0.1345345606,0.0157172818
1644,69.619,0.0363588598,0.499120505,0.9818157184,-1.3368905539,-0.8832759882,1.9097384577,2.1608434994,0.68,-0.12,0.000196,0.0363588598,0.499120505,0.9818157184,-1.3368905539,-0.8832759882,1.9097384577,2.1608434994,0.6773513019,-0.1345345606,0.0157172818,0.6773513019,-0.1345345606,0.0157172818
1645,70.38,0.5231579674,0.9265904682,1.1496101082,-2.023410374,-0.7293659932,2.1790087299,2.126344088,0.52,-0.35,0.000196,0.2056120292,0.6730072895,1.219749485,-1.6803679097,-1.1413288443,1.8822684304,1.5900254434,0.4002411625,0.0008629677,-0.0013501364,0.487283479,-0.1425499955,-0.0841055512
1646,70.581,0.2056120292,0.6730072895,1.219749485,-1.6803679097,-1.1413288443,1.8822684304,1.5900254434,0.52,-0.35,0.000196,-0.1441976726,0.4219611424,1.2207322571,-1.5606578664,-1.1354159289,1.8733903112,1.5092995329,0.487283479,-0.1425499955,-0.0841055512,0.5363412738,-0.3020846733,-0.00395588
1647,70.789,-0.1441976726,0.4219611424,1.2207322571,-1.5606578664,-1.1354159289,1.8733903112,1.5092995329,0.52,-0.35,0.000196,-0.1441976726,0.4219611424,1.2207322571,-1.5606578664,-1.1354159289,1.8733903112,1.5092995329,0.5363412738,-0.3020846733,-0.00395588,0.5363412738,-0.3020846733,-0.00395588
1648,71.761,0.6211476794,0.6468435586,1.3165144144,-2.0763925301,-1.0613117457,2.0656410152,1.8665401755,0.69,-0.29,0.000196,0.3248802388,0.4068726616,1.2899217515,-1.5656120599,-1.2304262448,1.7468070277,1.8535447622,0.4014107077,0.0086040622,-0.0015252131,0.6022810229,-0.0472539038,-0.0334775632
1649,71.963,0.3248802388,0.4068726616,1.2899217515,-1.5656120599,-1.2304262448,1.7468070277,1.8535447622,0.69,-0.29,0.000196,-0.0243478675,0.2207371348,1.2617472776,-1.230742056,-1.2231822445,1.7361434116,1.8407030693,0.6022810229,-0.0472539038,-0.0334775632,0.7178378047,-0.1843661596,0.0252038996
1650,72.164,-0.0243478675,0.2207371348,1.2617472776,-1.230742056,-1.2231822445,1.7361434116,1.8407030693,0.69,-0.29,0.000196,-0.2490506459,0.2370722244,1.2637650796,-1.1555993157,-1.2377658298,1.7279664756,1.8563747627,0.7178378047,-0.1843661596,0.0252038996,0.6764416493,-0.3239367974,0.0004331361
1651,72.365,-0.2490506459,0.2370722244,1.2637650796,-1.1555993157,-1.2377658298,1.7279664756,1.8563747627,0.69,-0.29,0.000196,-0.2490506459,0.2370722244,1.2637650796,-1.1555993157,-1.2377658298,1.7279664756,1.8563747627,0.6764416493,-0.3239367974,0.0004331361,0.6764416493,-0.3239367974,0.0004331361
1652,73.251,0.5894519798,0.7576486473,1.256158893,-2.0575296839,-0.937856179,2.1202982985,1.9614114824,0.57,0.09,0.000196,0.5403836656,0.5469988026,1.1699479862,-1.7378495835,-1.0180531968,1.9710156059,2.2310398384,0.4008907804,0.0040103092,-0.0002261435,0.5508240851,0.0625228378,0.0112839655
1653,73.452,0.5403836656,0.5469988026,1.1699479862,-1.7378495835,-1.0180531968,1.9710156059,2.2310398384,0.57,0.09,0.000196,0.5403836656,0.5469988026,1.1699479862,-1.7378495835,-1.0180531968,1.9710156059,2.2310398384,0.5508240851,0.0625228378,0.0112839655,0.5508240851,0.0625228378,0.0112839655
1654,74.128,0.5732263424,0.7908271204,1.2468812916,-2.0557135825,-0.9134237528,2.1279093979,1.999972063,0.51,0.22,0.000196,0.8283098111,0.6314777483,1.1088947049,-1.7546675214,-0.9118487924,2.0354434248,2.5110144293,0.3963938939,-0.0032659309,-0.0035194837,0.4969192109,0.2213622383,0.0141898615
1655,74.328,0.8283098111,0.6314777483,1.1088947049,-1.7546675214,-0.9118487924,2.0354434248,2.5110144293,0.51,0.22,0.000196,0.8283098111,0.6314777483,1.1088947049,-1.7546675214,-0.9118487924,2.0354434248,2.5110144293,0.4969192109,0.2213622383,0.0141898615,0.4969192109,0.2213622383,0.0141898615
1656,75.035,0.541612695,0.8773001654,1.1956116155,-2.0367928395,-0.8069944858,2.1605652111,2.075998544,0.5,-0.29,0.000196,0.2374310209,0.6298616786,1.2669071469,-1.7746127629,-1.1802648123,1.8923992438,1.5621067404,0.3959523,-0.0046071502,-0.0045975161,0.4659839419,-0.1397918073,-0.0644174422
1657,75.236,0.2374310209,0.6298616786,1.2669071469,-1.7746127629,-1.1802648123,1.8923992438,1.5621067404,0.5,-0.29,0.000196,-0.112262219,0.3987434518,1.2649345113,-1.6827993612,-1.1738846698,1.8774192991,1.486420931,0.4659839419,-0.1397918073,-0.0644174422,0.5005789776,-0.2951727498,0.008515363
1658,75.436,-0.112262219,0.3987434518,1.2649345113,-1.6827993612,-1.1738846698,1.8774192991,1.486420931,0.5,-0.29,0.000196,-0.112262219,0.3987434518,1.2649345113,-1.6827993612,-1.1738846698,1.8774192991,1.486420931,0.5005789776,-0.2951727498,0.008515363,0.5005789776,-0.2951727498,0.008515363
1659,76.138,0.6014734188,0.6811551251,1.3021128307,-2.0700857734,-1.0268057298,2.0831187319,1.8955864223,0.63,0.1,0.000196,0.474699504,0.4434878387,1.2185112131,-1.6451117617,-1.1132791055,1.8758397477,2.2513424048,0.4002862863,0.0021405782,-0.0026775076,0.5910610403,0.0410584355,0.0067657404
1660,76.338,0.474699504,0.4434878387,1.2185112131,-1.6451117617,-1.1132791055,1.8758397477,2.2513424048,0.63,0.1,0.000196,0.4975506942,0.4047670323,1.1948515201,-1.4892895663,-1.1125044087,1.8752950825,2.2786072091,0.5910610403,0.0410584355,0.0067657404,0.6337902076,0.1059785361,0.0028549695
1661,76.538,0.4975506942,0.4047670323,1.1948515201,-1.4892895663,-1.1125044087,1.8752950825,2.2786072091,0.63,0.1,0.000196,0.4975506942,0.4047670323,1.1948515201,-1.4892895663,-1.1125044087,1.8752950825,2.2786072091,0.6337902076,0.1059785361,0.0028549695,0.6337902076,0.1059785361,0.0028549695
1662,77.216,0.580361482,0.7609853992,1.2647361844,-2.0604533742,-0.9447665012,2.1155229123,1.9759033895,0.57,-0.32,0.000196,0.2797280615,0.5196440582,1.3132662843,-1.6730926891,-1.2563791491,1.8024725892,1.608523799,0.3967580164,-0.0029272389,-0.0036811951,0.5194164533,-0.1038929411,-0.0724672475
1663,77.416,0.2797280615,0.5196440582,1.3132662843,-1.6730926891,-1.2563791491,1.8024725892,1.608523799,0.57,-0.32,0.000196,-0.0700782885,0.2903949429,1.3046006233,-1.5116742508,-1.2484915165,1.7887550393,1.5546934715,0.5194164533,-0.1038929411,-0.0724672475,0.5898435703,-0.2626663937,0.0071438274
1664,77.616,-0.0700782885,0.2903949429,1.3046006233,-1.5116742508,-1.2484915165,1.7887550393,1.5546934715,0.57,-0.32,0.000196,-0.2039111893,0.2876098511,1.3089555092,-1.4861318156,-1.2604019831,1.7805400007,1.5631103231,0.5898435703,-0.2626663937,0.0071438274,0.5575650096,-0.3367988543,0.0014749968
1665,77.816,-0.2039111893,0.2876098511,1.3089555092,-1.4861318156,-1.2604019831,1.7805400007,1.5631103231,0.57,-0.32,0.000196,-0.2039111893,0.2876098511,1.3089555092,-1.4861318156,-1.2604019831,1.7805400007,1.5631103231,0.5575650096,-0.3367988543,0.0014749968,0.5575650096,-0.3367988543,0.0014749968
1666,78.638,0.6231043915,0.5696724339,1.356657662,-2.0937354145,-1.1391073952,2.0172535157,1.8092249919,0.66,-0.09,0.000196,0.3268100456,0.3429624237,1.279842058,-1.6328798208,-1.1911489073,1.8193328746,1.9637208232,0.4005475571,0.0055277126,-0.0019839428,0.6065637265,-0.044952134,0.0176191848
1667,78.839,0.3268100456,0.3429624237,1.279842058,-1.6328798208,-1.1911489073,1.8193328746,1.9637208232,0.66,-0.09,0.000196,0.1579197504,0.317752691,1.2567575892,-1.4380991036,-1.2012900967,1.8066753313,1.9889394579,0.6065637265,-0.044952134,0.0176191848,0.6575631281,-0.105438551,0.0052953702
1668,79.042,0.1579197504,0.317752691,1.2567575892,-1.4380991036,-1.2012900967,1.8066753313,1.9889394579,0.66,-0.09,0.000196,0.1579197504,0.317752691,1.2567575892,-1.4380991036,-1.2012900967,1.8066753313,1.9889394579,0.6575631281,-0.105438551,0.0052953702,0.6575631281,-0.105438551,0.0052953702
1669,79.911,0.6038892301,0.6782978531,1.3043029794,-2.0753574197,-1.0307655904,2.0772339519,1.9017071461,0.29,0.03,0.000249,0.6038892301,0.6782978531,1.3043029794,-2.0753574197,-1.0307655904,2.0772339519,1.9017071461,0.3990588195,0.0014563302,-0.0019052349,0.3990588195,0.0014563302,-0.0019052349
1670,80.111,0.2914485662,0.4377122544,1.2441943474,-1.6558325573,-1.1424578414,1.8657825483,1.9480394994,0.18,0.08,0.000249,0.2914485662,0.4377122544,1.2441943474,-1.6558325573,-1.1424578414,1.8657825483,1.9480394994,0.5799013296,-0.072228658,-0.0020282715,0.5799013296,-0.072228658,-0.0020282715
1671,81.055,0.6033588691,0.7062451548,1.2928858972,-2.0655911234,-1.0058972935,2.0932123498,1.9191682679,0.69,0.35,0.000249,0.617186008,0.4618948433,1.2815541554,-1.6245755565,-1.2327817725,1.7356138039,2.5994025747,0.3985756558,0.0032207883,-0.0045775414,0.5666816148,0.0968616239,-0.0434695007
1672,81.255,0.617186008,0.4618948433,1.2815541554,-1.6245755565,-1.2327817725,1.7356138039,2.5994025747,0.69,0.35,0.000249,0.643204334,0.2182814412,1.263018526,-1.1607424997,-1.2225461207,1.7274479763,2.7321837497,0.5666816148,0.0968616239,-0.0434695007,0.6819986341,0.3266643016,0.0158796296
1673,81.455,0.643204334,0.2182814412,1.263018526,-1.1607424997,-1.2225461207,1.7274479763,2.7321837497,0.69,0.35,0.000249,0.643204334,0.2182814412,1.263018526,-1.1607424997,-1.2225461207,1.7274479763,2.7321837497,0.6819986341,0.3266643016,0.0158796296,0.6819986341,0.3266643016,0.0158796296
1674,82.438,0.5525532839,0.8470072815,1.2038414818,-2.0378233656,-0.8299935805,2.1539803111,2.0559938327,0.68,-0.36,0.000249,0.2318905006,0.593554124,1.2104455993,-1.4831748266,-1.1570683097,1.7719865676,1.8541822746,0.4008012076,-8.68973096831206E-05,-0.0012476757,0.5710729092,-0.0946915449,-0.1017517579
1675,82.638,0.2318905006,0.593554124,1.2104455993,-1.4831748266,-1.1570683097,1.7719865676,1.8541822746,0.68,-0.36,0.000249,-0.1175772737,0.3299167274,1.2044253514,-1.1646842127,-1.1543708173,1.7595907667,1.8213183929,0.5710729092,-0.0946915449,-0.1017517579,0.6930275344,-0.2300218462,-0.0275669822
1676,82.842,-0.1175772737,0.3299167274,1.2044253514,-1.1646842127,-1.1543708173,1.7595907667,1.8213183929,0.68,-0.36,0.000249,-0.3664526645,0.2574755894,1.1920527079,-1.0933831852,-1.1597079696,1.7472372196,1.8302621093,0.6930275344,-0.2300218462,-0.0275669822,0.6594140679,-0.3914933182,0.0096748343
1677,83.043,-0.3664526645,0.2574755894,1.1920527079,-1.0933831852,-1.1597079696,1.7472372196,1.8302621093,0.68,-0.36,0.000249,-0.3664526645,0.2574755894,1.1920527079,-1.0933831852,-1.1597079696,1.7472372196,1.8302621093,0.6594140679,-0.3914933182,0.0096748343,0.6594140679,-0.3914933182,0.0096748343
1678,84.155,0.5657075355,0.8136822549,1.2208571492,-2.0463873176,-0.8749010373,2.1435747456,2.0159664417,0.6,-0.06,0.000249,0.266944629,0.5779574096,1.1224505643,-1.6792505144,-0.9718876925,1.9688613975,2.0672984683,0.4011316633,0.0007329536,-3.32473182848812E-05,0.5670917638,-0.0740960138,0.0061900509
1679,84.356,0.266944629,0.5779574096,1.1224505643,-1.6792505144,-0.9718876925,1.9688613975,2.0672984683,0.6,-0.06,0.000249,0.266944629,0.5779574096,1.1224505643,-1.6792505144,-0.9718876925,1.9688613975,2.0672984683,0.5670917638,-0.0740960138,0.0061900509,0.5670917638,-0.0740960138,0.0061900509
1680,85.228,0.5693126791,0.8243987514,1.2230310123,-2.0447456908,-0.8706807328,2.1471823483,2.0246045385,0.56,0.09,0.000249,0.5459985159,0.6069445419,1.1237394645,-1.7429551039,-0.9490362351,2.0062552565,2.2797942464,0.398087303,0.00120492,-0.0033511379,0.5448088311,0.0713618434,0.0119553187
1681,85.432,0.5459985159,0.6069445419,1.1237394645,-1.7429551039,-0.9490362351,2.0062552565,2.2797942464,0.56,0.09,0.000249,0.5459985159,0.6069445419,1.1237394645,-1.7429551039,-0.9490362351,2.0062552565,2.2797942464,0.5448088311,0.0713618434,0.0119553187,0.5448088311,0.0713618434,0.0119553187
1682,86.133,0.5599045435,0.834370831,1.2207067474,-2.0430258027,-0.8610502119,2.1473433241,2.0417135045,0.28,-0.08,0.000203,0.5599045435,0.834370831,1.2207067474,-2.0430258027,-0.8610502119,2.1473433241,2.0417135045,0.3970110736,-0.002549765,-0.0046324306,0.3970110736,-0.002549765,-0.0046324306
1683,86.334,0.5959508858,0.6729000702,1.1349059356,-1.8298345866,-0.9167527956,2.0612792566,2.2306915035,0.19,-0.09,0.000203,0.5959508858,0.6729000702,1.1349059356,-1.8298345866,-0.9167527956,2.0612792566,2.2306915035,0.5034592148,0.075325635,0.0080714639,0.5034592148,0.075325635,0.0080714639
1684,86.916,0.5593930478,0.8353723048,1.219746725,-2.0479979923,-0.8632756414,2.1457724605,2.0398035035,0.6,-0.07,0.000203,0.2582958484,0.5981245166,1.1187571336,-1.680082865,-0.9632786696,1.972138679,2.0578173341,0.3959117499,-0.0039266748,-0.0034984357,0.5615331634,-0.0793249127,-0.0002305841
1685,87.116,0.2582958484,0.5981245166,1.1187571336,-1.680082865,-0.9632786696,1.972138679,2.0578173341,0.6,-0.07,0.000203,0.2582958484,0.5981245166,1.1187571336,-1.680082865,-0.9632786696,1.972138679,2.0578173341,0.5615331634,-0.0793249127,-0.0002305841,0.5615331634,-0.0793249127,-0.0002305841
1686,87.769,0.5659568793,0.8306757119,1.2173050296,-2.0512085139,-0.8598983525,2.1501180478,2.0315498529,0.67,-0.04,0.000203,0.255355066,0.5895848339,1.0719073462,-1.5999107267,-0.9228306708,1.9321905557,2.1908072954,0.3971550812,0.0002882375,-0.0003728424,0.5974034527,-0.0619372639,0.0037784108
1687,87.969,0.255355066,0.5895848339,1.0719073462,-1.5999107267,-0.9228306708,1.9321905557,2.1908072954,0.67,-0.04,0.000203,0.1906317565,0.5070325117,1.0241386729,-1.3925251448,-0.9211647026,1.9227373751,2.2119075359,0.5974034527,-0.0619372639,0.0037784108,0.667965919,-0.048102341,0.00786104
1688,88.17,0.1906317565,0.5070325117,1.0241386729,-1.3925251448,-0.9211647026,1.9227373751,2.2119075359,0.67,-0.04,0.000203,0.1906317565,0.5070325117,1.0241386729,-1.3925251448,-0.9211647026,1.9227373751,2.2119075359,0.667965919,-0.048102341,0.00786104,0.667965919,-0.048102341,0.00786104
1689,88.848,0.534896846,0.8971388683,1.1734961951,-2.0312211146,-0.7713577232,2.1702490083,2.0999319136,0.65,-0.12,0.000203,0.2232222911,0.6553475053,1.066910084,-1.5844305314,-0.9261164793,1.9369223984,2.0911065442,0.3989536967,-0.0008954213,-0.0017638851,0.5775443834,-0.0822552017,-0.0304010486
1690,89.048,0.2232222911,0.6553475053,1.066910084,-1.5844305314,-0.9261164793,1.9369223984,2.0911065442,0.65,-0.12,0.000203,0.0710346952,0.5017967879,1.0248861352,-1.4039782593,-0.9238460094,1.9217908135,2.0985558974,0.5775443834,-0.0822552017,-0.0304010486,0.6564585657,-0.1302932257,0.0132568367
1691,89.254,0.0710346952,0.5017967879,1.0248861352,-1.4039782593,-0.9238460094,1.9217908135,2.0985558974,0.65,-0.12,0.000203,0.0710346952,0.5017967879,1.0248861352,-1.4039782593,-0.9238460094,1.9217908135,2.0985558974,0.6564585657,-0.1302932257,0.0132568367,0.6564585657,-0.1302932257,0.0132568367
1692,89.783,0.5440680993,0.8840521854,1.1804439214,-2.0350055478,-0.787420131,2.1675655379,2.0828996278,0.52,0.19,0.000203,0.7530331345,0.6670460787,1.0985045488,-1.7613873413,-0.8975592603,2.0423248759,2.4608001913,0.3992250881,0.0010322662,-0.0007944153,0.5048227881,0.1784452134,0.0063735464
1693,89.983,0.7530331345,0.6670460787,1.0985045488,-1.7613873413,-0.8975592603,2.0423248759,2.4608001913,0.52,0.19,0.000203,0.7530331345,0.6670460787,1.0985045488,-1.7613873413,-0.8975592603,2.0423248759,2.4608001913,0.5048227881,0.1784452134,0.0063735464,0.5048227881,0.1784452134,0.0063735464
1694,90.606,0.5381814112,0.8802945442,1.1932314349,-2.0362766272,-0.8022884079,2.1615844662,2.081755212,0.56,-0.01,0.000203,0.3388319293,0.6774472436,1.0593060162,-1.7366237698,-0.8558578764,2.0374886906,2.1810810219,0.3960819722,-0.0053478929,-0.0043753975,0.5482308308,-0.0281374966,0.012824096
1695,90.811,0.3388319293,0.6774472436,1.0593060162,-1.7366237698,-0.8558578764,2.0374886906,2.1810810219,0.56,-0.01,0.000203,0.3388319293,0.6774472436,1.0593060162,-1.7366237698,-0.8558578764,2.0374886906,2.1810810219,0.5482308308,-0.0281374966,0.012824096,0.5482308308,-0.0281374966,0.012824096
1696,91.483,0.5424414904,0.8876831291,1.1824974451,-2.0339907302,-0.7924117598,2.1672987311,2.0888089102,0.53,-0.14,0.000203,0.2169409676,0.6344839809,1.1639452484,-1.7899069031,-0.9926837116,2.0091138697,1.8442199549,0.3976063198,-0.0010500922,-0.0031098035,0.5044568332,-0.122830369,-0.0062590083
1697,91.686,0.2169409676,0.6344839809,1.1639452484,-1.7899069031,-0.9926837116,2.0091138697,1.8442199549,0.53,-0.14,0.000203,0.2169409676,0.6344839809,1.1639452484,-1.7899069031,-0.9926837116,2.0091138697,1.8442199549,0.5044568332,-0.122830369,-0.0062590083,0.5044568332,-0.122830369,-0.0062590083
1698,92.456,0.5757973568,0.8030712451,1.2321674845,-2.0509582457,-0.8915266188,2.1399003191,1.9995806389,0.66,0.21,0.000203,0.5543369093,0.5474763729,1.166582674,-1.5641222309,-1.0688652761,1.8564885271,2.4858271002,0.3990267017,0.0020922908,-0.0011649404,0.5857819242,0.098885923,-0.0354090385
1699,92.657,0.5543369093,0.5474763729,1.166582674,-1.5641222309,-1.0688652761,1.8564885271,2.4858271002,0.66,0.21,0.000203,0.5706450051,0.3720114326,1.1301237114,-1.3210918448,-1.0584239716,1.8499189835,2.5350317537,0.5857819242,0.098885923,-0.0354090385,0.6664172821,0.2182558285,0.0160671149
1700,92.858,0.5706450051,0.3720114326,1.1301237114,-1.3210918448,-1.0584239716,1.8499189835,2.5350317537,0.66,0.21,0.000203,0.5706450051,0.3720114326,1.1301237114,-1.3210918448,-1.0584239716,1.8499189835,2.5350317537,0.6664172821,0.2182558285,0.0160671149,0.6664172821,0.2182558285,0.0160671149
1701,93.715,0.5533707415,0.8447916336,1.2069973849,-2.0410544752,-0.8355235011,2.1518509883,2.0532698131,0.58,0.3,0.000203,0.7849021118,0.5921124239,1.1197799316,-1.5994934939,-0.988036884,1.9267920472,2.6124869272,0.3996854198,-0.0011906746,-0.0012439377,0.5377218374,0.2311021662,-0.021644167
1702,93.918,0.7849021118,0.5921124239,1.1197799316,-1.5994934939,-0.988036884,1.9267920472,2.6124869272,0.58,0.3,0.000203,0.7708307181,0.4723769865,1.0860661182,-1.4370894349,-0.9875409636,1.9136997738,2.6927075109,0.5377218374,0.2311021662,-0.021644167,0.5844647607,0.3031417739,0.0095434172
1703,94.118,0.7708307181,0.4723769865,1.0860661182,-1.4370894349,-0.9875409636,1.9136997738,2.6927075109,0.58,0.3,0.000203,0.5399069351,0.8831828713,1.1856554328,-2.0346782504,-0.7901645013,2.1647151552,2.0872263787,0.5844647607,0.3031417739,0.0095434172,0.3981711658,-0.0019333542,-0.002289673
1704,94.736,0.5399069351,0.8831828713,1.1856554328,-2.0346782504,-0.7901645013,2.1647151552,2.0872263787,0.58,0.21,0.000203,0.6709846725,0.6291346167,1.0796484071,-1.6466193423,-0.9181272712,1.9822808643,2.5104936179,0.3981711658,-0.0019333542,-0.002289673,0.5502359901,0.1677148323,-0.0044212899
1705,94.936,0.6709846725,0.6291346167,1.0796484071,-1.6466193423,-0.9181272712,1.9822808643,2.5104936179,0.58,0.21,0.000203,0.6709846725,0.6291346167,1.0796484071,-1.6466193423,-0.9181272712,1.9822808643,2.5104936179,0.5502359901,0.1677148323,-0.0044212899,0.5502359901,0.1677148323,-0.0044212899
1706,95.714,0.5343706143,0.8968916883,1.1808725361,-2.0278786802,-0.7807337194,2.1696391752,2.0982587296,0.54,0.39,0.000203,0.8379741835,0.649593521,0.9529116906,-1.5553115825,-0.7483223033,1.9751121047,2.8580406893,0.3971836458,-0.0030478099,-0.0055515466,0.5293431524,0.3242273003,0.0205521051
1707,95.916,0.8379741835,0.649593521,0.9529116906,-1.5553115825,-0.7483223033,1.9751121047,2.8580406893,0.54,0.39,0.000203,0.8379741835,0.649593521,0.9529116906,-1.5553115825,-0.7483223033,1.9751121047,2.8580406893,0.5293431524,0.3242273003,0.0205521051,0.5293431524,0.3242273003,0.0205521051
1708,96.734,0.4546271603,1.0443769218,1.0602837023,-2.0050621509,-0.572807897,2.2008784788,2.2471674398,0.51,0.05,0.000203,0.4495920987,0.8688931054,0.9392978759,-1.7949606913,-0.6461069328,2.1274565976,2.3852002396,0.3982023856,-0.0025650204,-0.002710533,0.5111049242,0.0542605426,0.0084051795
