right_j0,right_j1,right_j2,right_j3,right_j4,right_j5,"right_j6, eef_pose_x, eef_pose_y, eef_pose_z"
-1.9693015396,1.4277930335,0.7097027198,2.2851774225,0.1076740091,-2.1827638877,0.529693106,0.4002355137348455,-0.0038245721981600206,-0.0017488787710811145
-2.0471928139,1.6962221307,1.0543091056,1.7559366934,-0.4436449058,-1.6491172777,-0.1495727386,0.5501365223242447,-0.11455102391656433,-0.04673510815376074
-2.0605703916,1.9681422827,1.33065108,1.5408015452,-0.6855694999,-1.6155940795,-0.258902505,0.5829393021021982,-0.1388619951064227,-0.05115748091561291
-2.0495888368,2.2311672498,1.3806699577,1.4823968977,-0.687032758,-1.6120501796,-0.2719863121,0.6251548170167446,-0.05674156226880627,-0.008085699723815103
-1.7937373449,1.2461764792,0.880560596,2.4320310157,0.2978790129,-2.211696804,0.6833672922,0.4005149720787491,-0.007532201957420088,-0.0021633394527448453
-1.8524837754,1.4976067321,1.2000286638,2.0106346303,-0.177130014,-1.7902673099,-0.0885364194,0.5331532375766523,-0.11041182090236662,-0.03027529333508149
-1.8653364092,1.7738896004,1.4631005181,1.8314870431,-0.534942643,-1.7724399355,-0.3079607805,0.5431626428625289,-0.1517574333654686,-0.01726180244851013
-1.8539306156,2.0420683667,1.5105938484,1.7809790108,-0.5350273663,-1.7708251076,-0.3351087355,0.5697401501871965,-0.07140141729450616,-0.005274147257254027
-0.9917153659,2.1068278661,2.6811621699,2.3773208256,-0.2360925453,-1.8896043229,-0.6728132924,0.40062684651091934,0.004194874340409802,-0.002120902541247985
-0.651544565,1.6860537322,2.4344441848,2.0185080462,0.3342281396,-2.1560520369,0.1901331346,0.49786268811165,0.22871860322097465,-0.10081347751075939
-0.2898956621,1.4055969822,2.3502089717,1.8866235814,0.4369355504,-2.173809254,0.707752949,0.46978810610194827,0.3929904985007189,-0.09606769137203933
-0.2036642751,1.1380117159,2.3238043651,1.8588739633,0.4374809768,-2.1705325472,0.7565423342,0.5288398490889021,0.4166503709394446,-0.026489057885383797
-1.7856038218,1.2565788422,0.8642357896,2.4354904307,0.2989420314,-2.2073915841,0.6787026195,0.3978764361990423,0.0034711511464547156,-0.00042931986410507314
-1.4473889485,1.4828454628,1.2581476385,2.2388677279,0.0681676352,-2.1694046943,0.2771572619,0.4854692242729704,0.09246066845909248,0.012425281422571322
-1.2964416824,1.5272410817,1.5852584484,2.1775608444,0.0663558777,-2.168866276,0.2264247523,0.5242481669902611,0.08556789684606905,0.00213904415493223
-0.9306051355,-0.45338297,0.9023439051,2.8052024867,1.0743102514,-0.9307749179,1.8810616447,0.39999126400203705,8.000732424956713e-06,-1.7222467007645126e-05
-1.0547109486,-0.4621264629,0.9378608667,2.3798931925,1.7199821152,-0.9389157418,1.0039813616,0.5137016656778941,-0.18927959544513417,-0.05718791205369655
-1.0547356484,-0.4600463211,0.9452456057,1.9563279339,1.9971542043,-0.9344673594,0.493953098,0.6251883896554398,-0.3159892338318673,-0.036737032758601726
-1.052145999,-0.4734096832,0.9595611588,1.7732403161,1.9918069925,-0.9276713648,0.4395740448,0.6844474271192201,-0.3795393554740102,0.007458521158879898
-0.6639051024,-0.564782064,0.4309397348,2.6227737646,0.7232043514,-0.5495006216,2.0704497156,0.39789551963822717,0.004141033280702648,-0.0011150078711152783
-0.3758560716,-0.6660677383,0.3451888569,2.3756340951,1.2614158833,-0.2785263167,1.7518658755,0.5182588621471039,0.008791530523484139,-0.0010096141597886292
-0.6202010117,-0.5735035391,0.3377998383,2.5801173973,0.6427936826,-0.4818704972,2.1246420935,0.3960637744249862,-0.0005651620236722561,-0.0007033624878053195
-0.279195273,-0.5202229916,-0.01731571,2.1994702468,1.2127594377,0.0722329034,1.6695688714,0.49358907029225474,-0.06647122031008623,-0.02688775657106279
-0.1566125931,-0.5264018044,-0.1083132342,2.0634695699,1.3019517813,0.1039495675,1.614421023,0.5601965369908849,-0.07126134209594642,0.0026026868903592584
0.4297502334,-0.3830764514,-0.2387252853,2.2879744933,2.5217652027,0.3981854386,0.9106050879,0.402007533448465,0.0061886818966841554,-0.0012425241371553201
0.1549611328,-0.5701702555,-0.0394611729,2.1513274879,2.1485166354,0.0292676717,1.1289076069,0.5272790112756456,0.01445553633892888,0.0055842853933574035
0.4699680563,-0.3150410966,-0.3137564439,2.2736208505,2.4459161794,0.4752053102,0.9942885664,0.4018238639582389,0.0033400604388687766,4.572439555775715e-05
0.2374632145,-0.5596089862,0.1169637642,1.9653692358,2.3706769233,-0.2443446135,1.183581059,0.5851816389141806,0.10654935161615277,-0.007765698365791985
0.263485764,-0.603121898,0.4050498944,1.8425254803,2.3642328037,-0.4903056377,1.1958541469,0.6208485377308043,0.28113873307114917,0.0034356446986233656
0.4294100168,-0.3611027742,-0.2604384671,2.2807988346,2.4998673247,0.4179287347,0.9469672755,0.4026571324261415,0.0002662315657859771,-0.0018260214117427793
0.1369132,-0.5829797879,0.0812007683,2.1865292811,2.0283148263,-0.1419783509,1.1634232518,0.5180876349870959,0.05943355940526099,-0.014648963719774862
-0.1059365702,-0.6504869538,0.2279061178,2.1410817684,1.9990818286,-0.2131871354,1.2094865037,0.5834751655747498,0.0010629068691711113,0.003792588475115752
-0.5706935119,-0.5786264087,0.2767944746,2.5379620374,0.5688862894,-0.430928995,2.1792424568,0.39997995430488104,0.004586097318722535,0.00013333397731240745
-0.4673972606,-0.4961483035,-0.0177727514,2.2088045287,0.9262992998,0.0970541025,1.7642861835,0.4562266512914901,-0.10969734389653697,-0.03412667564405038
-0.4803068884,-0.504126478,-0.1477870977,1.9719929598,0.9402500942,0.1540870891,1.6719812878,0.5307121249948766,-0.22695222599046244,0.004453858852452173
-0.5615354596,-0.5712455205,0.2523040682,2.5288441482,0.5467170787,-0.4156604291,2.1987551983,0.3955474058970965,0.0037280192938341926,-0.0016613800237977837
-0.3071813787,-0.2026490249,-0.1354058551,2.0780553445,1.0342802627,0.2665023111,1.8161859183,0.4034816118414892,-0.06951883901517315,-0.12393766303563425
-0.32106242,-0.1776230615,-0.4401760161,1.6754102034,1.0568791373,0.5751810914,1.7683684754,0.5334635989636696,-0.2434832530894385,-0.0532705312600376
-0.3145444779,-0.1848471523,-0.5093791421,1.4545219902,1.0594163222,0.5753635199,1.7524423003,0.6305619328664573,-0.2938492042565444,0.005945560905645533
0.4478741042,-0.3486614641,-0.2827785697,2.2795802074,2.4828035109,0.4308856187,0.9574101393,0.4023854734455875,0.0007051128137043003,0.0012271334618485785
0.1603328575,-0.4874058746,-0.1788273255,2.1584390153,2.0539703854,0.1783349488,1.1010708498,0.5015897256895523,-0.02690950130362284,0.0018378612568201967
0.3948248703,-0.4279304142,-0.1815830303,2.3009263331,2.6007598561,0.3318885456,0.8205819877,0.3973670550334452,0.0032215316689321273,-0.0022161813319841843
0.0669760163,-0.5994449643,0.0304105395,2.1544229764,2.21851187,-0.0423796552,0.9314053593,0.53118504488805,-0.011819032551617389,0.00380984749897241
0.4398042525,-0.3655682593,-0.2611620841,2.2829655295,2.4949978616,0.4240187401,0.9309257167,0.40347225643461715,0.005705072774484268,-0.00045246698835697124
0.1265907592,-0.0596828052,-0.4565368683,1.8337445145,1.8291468725,0.7744240397,1.7663153801,0.5397393965057862,-0.06984940727587975,-0.07394673734415265
-0.2238761637,-0.0352638578,-0.504640722,1.4300947015,1.1386889743,0.791502603,1.9980336444,0.6177321811348699,-0.20222227256080488,-0.06974543684316689
-0.5188416063,-0.0354223648,-0.5272597901,1.0832737308,0.7794059127,0.7813556221,2.0136034939,0.6393314049857078,-0.3942822925410731,-0.02379958892976464
-0.3928943992,-0.5681742845,-0.0206244257,2.1889157002,-0.2113830192,-0.0478603334,2.9463521915,0.398070408091862,-0.0027035459741220204,0.00033632078079806615
-0.1098739328,-0.4587143999,-0.0172891801,1.8092363334,0.0586367911,0.4126728852,2.968700575,0.5228440995131548,0.09788796637532488,-0.02594896189334095
-0.3879371092,-0.5712106825,0.0001785681,2.1356887347,-0.3909708958,0.0185595561,3.1394686239,0.3958034000991401,-0.0006325027893020452,-0.001555076535330737
-0.4599316348,-0.534797955,0.1144427176,1.8189619719,-0.2980475042,0.3932517002,3.0463173669,0.5249312391181306,-0.04238439802547467,-0.009727906560359326
-0.4024496791,-0.5994677787,0.0742722447,2.0859718956,-0.6241955703,0.1011880318,-2.8976689843,0.40042343938840413,0.0012588875590050436,5.139499180823598e-05
-0.1189968548,-0.5062369911,0.1824165929,1.7388917573,-0.3521370875,0.4996956917,-2.8415710406,0.5254086870201151,0.1588903496808335,-0.01623666018087873
-0.4658911752,-0.6290938675,0.2250569439,2.0687052622,-0.9041919404,0.2415691066,-2.5747249287,0.3974703186741412,-0.002581340571272696,-0.001777008002773764
-0.6683204231,-0.6041591162,0.4241892711,1.8633263414,-0.8123145089,0.4992011789,-2.7771567852,0.5106092470033132,-0.06046036475200283,-0.0007995243818978669
-0.4707622158,-0.638797415,0.2678052181,2.074932364,-0.9452964426,0.2675890056,-2.5367207002,0.39869237731360035,0.004799166391126591,-0.0005644903017059562
-0.8102002057,-0.4739220005,0.596329756,1.7277625981,-0.8681185998,0.7902487663,-3.0764737817,0.5366173217184939,-0.09180675292620921,-0.027695984615909837
-1.0702876682,-0.4902240589,0.6650886747,1.5468534436,-0.8705960868,0.8165299325,-3.1300273662,0.5822067326844876,-0.28065135363021587,0.003059546246115135
-0.4474864354,-0.6230499486,0.1912904948,2.0735516923,-0.8401611998,0.2035865559,-2.6533050679,0.39751377778431773,0.00233849946127843,-0.000884999360381597
-0.6543158734,-0.5394289764,0.4079611756,1.7532292402,-0.7068768553,0.6132484759,-2.8953998577,0.5386488022761873,-0.06635024809461683,-0.012642238224167178
-0.4096253355,-0.6034442289,0.0952727961,2.0780973578,-0.6816825758,0.1380172754,-2.8299021969,0.3975327432379813,-0.00011384815268542726,-0.0006523637836871252
-0.727096444,-0.4530268198,0.1661704944,1.719797114,-0.3118784719,0.5701917607,-2.0645935327,0.5079418037208929,-0.16612943118895576,-0.03381358635435379
-0.9151235528,-0.467819715,0.1525686498,1.5234998426,-0.2893534317,0.5835408459,-1.1448749085,0.532024090830434,-0.34275690909056616,-0.005190188720406247
-0.8785242529,-0.4600544431,0.1738421397,1.4780023522,-0.2898665191,0.5883448005,-0.2314783874,0.5652172373545159,-0.33057566978662833,-0.0012081359663802943
-0.8783982325,-0.4567494172,0.1804631828,1.4677531575,-0.2905186819,0.5901251293,0.6570468887,0.5702026311484649,-0.331104940987973,-0.0010133543448134184
-0.881419807,-0.4571903907,0.1788721574,1.4643282546,-0.2904828548,0.5903647496,1.5581402524,0.5697377454050474,-0.3347424175961777,-0.00020711843612883016
-0.8809279922,-0.4567767623,0.1788080686,1.4635634498,-0.2869481577,0.5922890743,2.4246077839,0.5702989297635852,-0.3345187940293575,-2.5471166052913607e-05
-0.3834625318,-0.5698303436,0.0123103413,2.1369040916,-0.3922429428,0.0212747476,3.1334974468,0.3964173533821002,0.0061856331110083,-0.002299445611548913
-0.0649959817,-0.2616719024,-0.2518567268,1.7356002764,0.2182261796,0.5555696892,2.8948783514,0.4743168063736625,0.017492693815532864,-0.075132660332218
0.2783120547,-0.269532799,-0.3079711083,1.3953048135,0.5866920618,0.5731228918,2.8672932704,0.6593261412471936,0.21567093070969193,-0.006130788440149602
-0.3964527948,-0.5612361458,-0.0187140911,2.1855765562,-0.2176501872,-0.0441998829,2.964101144,0.3966945687460468,-0.002952160112059447,-0.001841527859866493
-0.6669709936,-0.5039630385,0.075082996,1.8254361853,-0.2053539423,0.4158818604,2.7357501124,0.49253643595640967,-0.1549738040489303,-0.018519494301761186
-0.6656949106,-0.519884309,0.0979952385,1.6594052408,-0.20280874,0.4202172014,2.7091279712,0.5730208576763554,-0.19959574987628637,0.005068978801073935
-0.3898111228,-0.5705402027,0.0098471417,2.1357180401,-0.3904375401,0.0205197972,3.1389608073,0.39715075428506774,0.0024105526622252233,-0.002077667333948277
-0.7025234707,-0.3622202333,0.0471951826,1.7537862098,-0.0831755928,0.6133391492,2.5730864575,0.4645352666255403,-0.16223285113469696,-0.060067082572728345
-0.7631463347,-0.370704706,0.0390575162,1.3844716259,-0.0776003655,0.6463976317,2.4873886389,0.5861819137039818,-0.3202033243107599,-0.018092174302388613
-0.3913475408,-0.5693516074,0.005360179,2.1395373872,-0.3907293074,0.0192606777,3.1400099341,0.3942293201190175,0.0010014314798026953,-0.00206479185211849
-0.1254513287,-0.4979616904,0.0548881222,1.7921472742,-0.1161285421,0.4048114595,3.1378832184,0.5288637375097914,0.1152379249006984,-0.015588071091192687
-0.3886254583,-0.572474923,-0.0014516047,2.1356817816,-0.3912326604,0.020359271,3.1391833386,0.3956044629136145,-0.0016825959497483573,-0.0011312831235251175
-0.5809908613,-0.5490618255,0.1247573949,1.8327551251,-0.3492808121,0.3791802763,3.0019491616,0.5111078384237694,-0.10163909990062606,-0.007058814818784041
-0.4032768771,-0.6004154399,0.0775307087,2.0847088028,-0.634130469,0.104030234,-2.8793589094,0.40030773854613266,0.0012306766192226638,2.8143562419306878e-05
-0.4016566828,-0.4408354063,0.2760304141,1.72858262,-0.4681227657,0.6591590527,-3.012496429,0.5148933209643436,0.04438332750392809,-0.04052434784111976
-0.4079042502,-0.4525980849,0.3251134972,1.4177345954,-0.4660094888,0.6917170262,-3.0362541894,0.6737344615832932,0.011015407165526146,-0.0006497307853685769
-0.4413504508,-0.6201508954,0.1748479442,2.0647383468,-0.8259312759,0.2024518335,-2.668669886,0.399695033366462,-0.0012044963608032716,-0.0014578814808406254
-0.1284779785,-0.4518665926,0.4343755271,1.6818668616,-0.6737137919,0.7433058629,-2.3616018724,0.49572736006761164,0.22453048443064474,-0.03584086536603734
0.0804213889,-0.4624451602,0.5333522958,1.4465596719,-0.6717416176,0.7660586747,-2.345628543,0.5480952478771973,0.39525270464171086,0.0034482671411095386
-0.430823444,-0.6099553419,0.1204480079,2.072184458,-0.7441444062,0.1613208246,-2.7490243323,0.3966987039845405,-0.006102710182032033,-0.0009056493852939024
-0.558457378,-0.5436310438,0.3466882188,1.7642782788,-0.6396329062,0.5625055119,-2.9058950273,0.5377244397064895,-0.030754067945729508,-0.011689938991165171
-0.402290007,-0.6013546651,0.0872896217,2.0782287502,-0.6447965527,0.1190573068,-2.869020323,0.4023712473903139,0.0029321982628853645,-0.0004252550798251667
-0.5913422406,-0.5539691513,0.2730944499,1.7944559884,-0.5723221065,0.4972656439,-3.0140348123,0.5230219901653635,-0.06722551989948466,-0.009511441716963859
-0.4083108263,-0.6084603577,0.1182457528,2.0680829522,-0.7069776724,0.143758931,-2.8019476233,0.4045565577384703,0.004893510098221942,-0.0007151087970946983
-0.6895733477,-0.4516063823,0.3804024824,1.7470228799,-0.6301729217,0.715555603,-3.0965613906,0.502985089736401,-0.07327641423137979,-0.0391010598839164
-0.7114767136,-0.4672821804,0.4560420621,1.4502649156,-0.6280208747,0.7463900864,-3.1346964364,0.6509728063358587,-0.14098434331359247,-0.00035413221218050933
-0.3966701836,-0.5840941597,0.0425823196,2.1005367525,-0.5401563826,0.0771114314,-2.9806855024,0.39686590663383936,0.0002277665079532254,-0.0017282573280731177
-0.3867845046,-0.5816779795,0.1519426561,1.884064221,-0.4339627387,0.3059612055,-3.0234428573,0.5088581398856841,0.01195666082311882,-0.0007803184649278309
-0.3998613744,-0.591184431,0.0478194147,2.1052917088,-0.5462551657,0.0806551328,-2.9743390884,0.39624292838920944,0.0007234949818108413,0.00030552552478432804
-0.090915395,-0.4439797827,0.1420306839,1.7256836945,-0.2583504636,0.5748823419,-2.9229337071,0.5053140654692908,0.16186752016585704,-0.035489384819992746
-0.067061147,-0.4565629568,0.1656214081,1.4654915018,-0.2561577862,0.5791070367,-2.9377034598,0.6380978742882067,0.181476997916784,0.0014571813916265004
-0.447531722,-0.6240253956,0.2019880896,2.0758377126,-0.865690149,0.2224733816,-2.6204374687,0.39382606259885133,0.003017870681043772,-0.0013540702980611302
-0.1372944657,-0.3462712492,0.4100004615,1.6328442738,-0.5739082784,0.8325666173,-2.5109205994,0.4794758363687683,0.22111780684389795,-0.06536417713505965
0.1259368417,-0.3313618194,0.4942314041,1.2539548782,-0.5727164697,0.9151498602,-2.519323086,0.5703327568385255,0.4104500184234737,-0.028320013546059536
0.0728464886,-0.3462484074,0.4764706135,1.1036329449,-0.5743463134,0.9147253348,-2.5118215934,0.668128606999652,0.3737946157968045,0.007248548655461585
-0.4197111766,-0.6078823006,0.1196976938,2.0736316439,-0.7397071512,0.1608434734,-2.7554140455,0.39583770837311744,-0.0011082347983265837,-0.001311111765897089
-0.0978975399,-0.5204028164,0.4414130339,1.7205382381,-0.7423445788,0.6621347672,-2.3236433528,0.4977980845365484,0.23692773534177808,-0.017497535678819117
-0.0302269719,-0.5266574198,0.5291615097,1.619791263,-0.7438374981,0.6785841241,-2.2958250546,0.529238239247349,0.3190871562009971,0.002858065054592185
-0.4418395133,-0.6208107234,0.1618981346,2.0741320174,-0.8128376836,0.1914719169,-2.6739716534,0.39529465692821936,-0.0029187986852832297,-0.0002468162318451407
-0.6556851028,-0.5106326686,0.3106915349,1.7416856471,-0.5541902175,0.5923612244,-3.0775628386,0.5301653678302726,-0.09005315902412755,-0.01950844076139632
-0.4018266154,-0.5901527091,0.0582322779,2.092548483,-0.591736584,0.0969539507,-2.9253783138,0.3961529654839864,-0.0005960938124578443,-0.0013976557476814838
-0.0990481265,-0.4907824179,0.4085626151,1.7095920519,-0.7439967907,0.6944907368,-2.372912055,0.4904161290476548,0.21847445317479472,-0.03032402258865048
-0.0287733377,-0.4996680425,0.5605300925,1.5478343074,-0.7413550843,0.7313065296,-2.3175741514,0.5502921661874602,0.33559935891177284,0.003912164599321824
-0.4419732815,-0.62012987,0.1592004021,2.0709207902,-0.8127582663,0.1918979421,-2.6747579335,0.3961781669907512,-0.004479148724178509,-0.0005326875387926498
-0.305177509,-0.5487508786,0.3434886152,1.7698558407,-0.6112199794,0.5376050842,-2.7181973921,0.5318364889102448,0.10815157204569889,-0.008641128359497176
-0.4165652277,-0.6048307279,0.0985542876,2.0812761797,-0.691073477,0.1388551661,-2.8090304486,0.39567500137013556,-0.001816308738168306,-0.0003587053355972661
-0.6922628332,-0.5887602637,0.2311849777,1.8595013185,-0.5732731596,0.3811749237,-3.1245807042,0.4963873877948586,-0.12417244070704005,-0.0015981823401370887
-0.4003491424,-0.5971052254,0.0824858827,2.0886781308,-0.6363271788,0.1162374367,-2.8767741765,0.39636890366822386,0.004874231500848522,-0.0008910932723634572
-0.6440954416,-0.5810438752,0.2596631944,1.827544595,-0.5929930791,0.4334716626,-3.0424141441,0.5128639850328038,-0.09749160256231522,-0.002894931562622976
-0.4114623627,-0.6036078326,0.1059633666,2.0790497745,-0.6944588125,0.1407847171,-2.8147510133,0.39717452259633756,0.0024621567907645646,-0.0010683881854954731
-0.7407469956,-0.5275133618,0.1978876015,1.784832109,-0.3947534411,0.4724471351,-2.0177971504,0.5083817490875483,-0.16288009954298324,-0.012743472874250244
-1.0019496768,-0.5301348439,0.1878047955,1.6773742563,-0.3939459773,0.4882084961,-1.0965204441,0.4772066382224857,-0.33624843531158394,-0.002250430586223491
-0.9789897799,-0.5273237506,0.202714319,1.6530982319,-0.3938243459,0.4903124498,-0.1735137773,0.4978432439275803,-0.3298513642818296,-0.00020158505041435043
-0.9742092285,-0.5247995826,0.2127618681,1.6485765835,-0.3943709837,0.4915098108,0.7596231591,0.5043091495754357,-0.3255181185953105,-0.0005118563154747451
-0.9772551855,-0.5252436,0.2116172003,1.6468007876,-0.3943425038,0.4918539531,1.6598137615,0.5034429094165664,-0.3282185829374649,-0.00011495101829192556
-0.9773376072,-0.5248241599,0.2112182734,1.6464633629,-0.3899995121,0.4943314006,2.5026732925,0.5035836966711909,-0.3282626850685012,-3.993279263404814e-06
-0.3978988564,-0.5947905959,0.0582033333,2.0928025823,-0.581652692,0.0836719172,-2.9382785742,0.4004304068532641,0.0012331742505686416,5.142758104484044e-05
-0.6476439286,-0.4681962088,0.1414732355,1.7275655043,-0.2901840958,0.5373207968,-2.1750658536,0.5203840371744924,-0.1366537544264613,-0.028252320861137267
-0.6423735644,-0.4787326505,0.1583079093,1.5598702338,-0.2865281137,0.5564800436,-1.2569497947,0.5981566578176606,-0.17700547627073202,-0.005063672061675496
-0.6321093324,-0.4719541149,0.1716356376,1.5182935613,-0.2879600205,0.560724625,-0.3616275496,0.6185713407639862,-0.1755622208489438,-0.001759662204189428
-0.6358304707,-0.4707804083,0.1710323264,1.5073705337,-0.2882440099,0.5618031405,0.5377867001,0.6217132537378186,-0.18097357746332507,-0.0005781344195315737
-0.6352544293,-0.4705313062,0.1711279476,1.5043924414,-0.2882050566,0.5621528229,1.4842926223,0.6229543835068506,-0.18135857984986586,-0.00019539582472284656
-0.6351509954,-0.4703757014,0.1713101546,1.5036761035,-0.2882207509,0.5622652281,2.384528913,0.6232625822893257,-0.18138624512416626,-0.00015076947921666833
-0.3907428875,-0.5709152923,0.0066316809,2.1372702781,-0.3906775537,0.0208954532,3.1400116419,0.3958295400386016,0.001076900119444526,-0.0017816163429940461
-0.6969209242,-0.4512964982,0.0630217841,1.7815324843,-0.1257359886,0.4939266738,2.5507275079,0.4904791409242089,-0.17297332143013627,-0.0326505571664435
-0.8551086758,-0.4686235145,0.0509075778,1.5291322924,-0.1189535185,0.4992133335,2.4579761792,0.5424100780903153,-0.3521633637348668,0.005201549996163273
-0.3872873387,-0.5693008227,0.0118712004,2.137185846,-0.3908591271,0.0185023536,3.1360587248,0.3966245422604401,0.004630590324097964,-0.002424450719665204
-0.5808476781,-0.2070624129,-0.2049726518,1.7201772799,0.2134782823,0.628219963,2.4178263184,0.4169604536504422,-0.18589229228527887,-0.09767396452517116
-0.566842888,-0.1641071425,-0.2491995214,1.3163632813,0.377590361,0.7496694091,2.2737195462,0.5769879392941565,-0.29188280897551055,-0.07035207727739923
-0.557388874,-0.1803053575,-0.2572527248,1.0352343299,0.3830144229,0.7415234985,2.248289098,0.6944269124154672,-0.34907657388700736,0.006697729223620025
-0.3904508694,-0.5709777352,-0.0006618513,2.1356768841,-0.3906068797,0.0198571532,3.1400101391,0.395459498020568,-0.001921414053754134,-0.0015887505938292253
-0.0759347115,-0.4122682263,0.0076752805,1.7515367794,-0.0142474239,0.5245539348,3.1331040296,0.5095723452417439,0.12483355170616107,-0.041482067029034425
-0.0336991072,-0.4229152364,0.0149927807,1.4626789711,-0.0099650819,0.5313277706,3.1060200018,0.6525716877921919,0.14551614721676745,0.0006720245455835265
-0.38775664,-0.5726614692,0.0021621218,2.1344397901,-0.3905112081,0.0219210953,3.1400046375,0.39682001523454746,-0.000229539688279448,-0.0012684577643889798
-0.0654383627,-0.2956851045,-0.2069363743,1.7664847135,0.1965559786,0.5362900675,2.8744386624,0.4736841698791897,0.03837150733635281,-0.0691874187404356
0.2132369292,-0.3080597354,-0.2368462729,1.4252979331,0.4800522402,0.5517275254,2.8350564179,0.6547931164327699,0.20156678301287587,-0.0071464426934077264
